patient,drug,n_rows,n_plates,n_plates_even,n_plates_half0,n_plates_half1,n_dose_levels,frac_untestable
ACH-000120,(R)-Verapamil (hydrochloride),250840,4,True,2,2,3,0.6882435018338383
ACH-000120,(S)-Crizotinib,188130,3,False,1,2,3,0.6790676659756552
ACH-000120,18β-Glycyrrhetinic acid,250840,4,True,2,2,3,0.6996172859193112
ACH-000120,4EGI-1,188130,3,False,1,2,3,0.6990910540583639
ACH-000120,5-Azacytidine,188130,3,False,1,2,3,0.6661935895391484
ACH-000120,5-Fluorouracil,188130,3,False,1,2,3,0.6611385743900494
ACH-000120,8-Hydroxyquinoline,250840,4,True,2,2,3,0.6920586828257056
ACH-000120,9-ING-41,188130,3,False,1,2,3,0.6947217349704992
ACH-000120,APTO-253,188130,3,False,1,2,3,0.6867857332695476
ACH-000120,AT7519,188130,3,False,1,2,3,0.7085685430287567
ACH-000120,AZD-7648,188130,3,False,1,2,3,0.7110189762398341
ACH-000120,AZD-8055,188130,3,False,1,2,3,0.6989634826981342
ACH-000120,AZD1390,188130,3,False,1,2,3,0.7005581247010046
ACH-000120,AZD2858,188130,3,False,1,2,3,0.7125019933025036
ACH-000120,Abemaciclib,188130,3,False,2,1,3,0.6823792058682826
ACH-000120,Abiraterone acetate,188130,3,False,1,2,3,0.6561101366076649
ACH-000120,Acetazolamide,188130,3,False,1,2,3,0.6656726731515441
ACH-000120,Acetohexamide,250840,4,True,2,2,3,0.6879883591133791
ACH-000120,Adagrasib,1003360,14,True,6,8,3,0.6785909344602137
ACH-000120,Adenine,250840,4,True,2,2,3,0.6846675171424015
ACH-000120,Adenosine,250840,4,True,2,2,3,0.6866807526710254
ACH-000120,Afatinib,564390,7,False,3,4,3,0.6868016796895764
ACH-000120,Aliskiren,250840,4,True,2,2,3,0.6852096954233775
ACH-000120,Allantoin,250840,4,True,2,2,3,0.6991667995535003
ACH-000120,Allopurinol,188130,3,False,1,2,3,0.6492903843087227
ACH-000120,Almonertinib (hydrochloride),250840,4,True,2,2,3,0.6993741030138734
ACH-000120,Almonertinib (mesylate),376260,4,True,2,2,3,0.6730292882581194
ACH-000120,Alpelisib,188130,3,False,1,2,3,0.7153989262743847
ACH-000120,Altretamine,188130,3,False,1,2,3,0.6804231116780949
ACH-000120,Amsacrine,250840,4,True,2,2,3,0.6945024716951045
ACH-000120,Anastrozole,188130,3,False,1,2,3,0.6914846117046723
ACH-000120,Anethole trithione,250840,4,True,2,2,3,0.6800749481741349
ACH-000120,Apalutamide,188130,3,False,1,2,3,0.6824855153351406
ACH-000120,Aprepitant,188130,3,False,1,2,3,0.6627438473396056
ACH-000120,Arbutin,188130,3,False,1,2,3,0.6897889757082868
ACH-000120,Artemether,188130,3,False,1,2,3,0.6538670068569606
ACH-000120,Artesunate,250840,4,True,2,2,3,0.6910660181789189
ACH-000120,Asciminib,188130,3,False,1,2,3,0.6654281613777707
ACH-000120,Aspirin,188130,3,False,1,2,3,0.6573752192632754
ACH-000120,Ataluren,188130,3,False,1,2,3,0.6564343804815819
ACH-000120,Atazanavir (sulfate),188130,3,False,1,2,3,0.6701695635996385
ACH-000120,Auranofin,188130,3,False,1,2,3,0.6630574602668368
ACH-000120,Azithromycin (hydrate),250840,4,True,2,2,3,0.6957901451124222
ACH-000120,BAY1125976,188130,3,False,1,2,3,0.6771275182054962
ACH-000120,BI-3406,188130,3,False,1,2,3,0.7087811619624728
ACH-000120,BI-78D3,188130,3,False,1,2,3,0.6937808961888056
ACH-000120,Baicalin,250840,4,True,2,2,3,0.6851379365332483
ACH-000120,Balsalazide (sodium hydrate),250840,4,True,2,2,3,0.6796045287832881
ACH-000120,Belinostat,188130,3,False,1,2,3,0.6649869770903098
ACH-000120,Belumosudil,376260,4,True,2,2,3,0.6710678785945888
ACH-000120,Belumosudil (mesylate),188130,3,False,1,2,3,0.7049274437888694
ACH-000120,Belzutifan,188130,3,False,1,2,3,0.7164779673629936
ACH-000120,Bendamustine,188130,3,False,1,2,3,0.6875139531175252
ACH-000120,Benproperine (phosphate),188130,3,False,1,2,3,0.6795779514165736
ACH-000120,Bentamapimod,188130,3,False,1,2,3,0.6995907085525966
ACH-000120,Benztropine (mesylate),188130,3,False,1,2,3,0.6602987296018711
ACH-000120,Berbamine,313550,5,False,3,2,3,0.6867931749322277
ACH-000120,Berbamine (dihydrochloride),376260,4,True,2,2,3,0.6759315367033434
ACH-000120,Berberine (chloride hydrate),250840,4,True,2,2,3,0.6892680593206825
ACH-000120,Bergenin,250840,4,True,2,2,3,0.6932825705629087
ACH-000120,Bestatin,188130,3,False,1,2,3,0.6790304576622548
ACH-000120,Bestatin (hydrochloride),188130,3,False,1,2,3,0.6613511933237655
ACH-000120,Betamethasone dipropionate,188130,3,False,1,2,3,0.6902461064157763
ACH-000120,Bexarotene,188130,3,False,1,2,3,0.6574655823101048
ACH-000120,Bicalutamide,188130,3,False,1,2,3,0.6488119917078616
ACH-000120,Bimatoprost,250840,4,True,2,2,3,0.685424972093765
ACH-000120,Bimiralisib,188130,3,False,1,2,3,0.7119598150215277
ACH-000120,Binimetinib,376260,6,True,2,4,3,0.6939297294424068
ACH-000120,Bisoprolol (hemifumarate),188130,3,False,1,2,3,0.6932280869611439
ACH-000120,Bortezomib,188130,3,False,1,2,3,0.7158985807686175
ACH-000120,Bosentan (hydrate),188130,3,False,1,2,3,0.6891989581672248
ACH-000120,Brimonidine,188130,3,False,1,2,3,0.663530537394355
ACH-000120,Brivudine,188130,3,False,1,2,3,0.6967044065274013
ACH-000120,Budesonide,188130,3,False,1,2,3,0.6567107850954127
ACH-000120,Busulfan,250840,4,True,2,2,3,0.694016105884229
ACH-000120,CP21R7,188130,3,False,1,2,3,0.7083452931483548
ACH-000120,Cabozantinib (S-malate),188130,3,False,1,2,3,0.6612076755435071
ACH-000120,Canagliflozin,188130,3,False,1,2,3,0.6945197469834689
ACH-000120,Canagliflozin (hemihydrate),188130,3,False,1,2,3,0.6641418168287886
ACH-000120,Capivasertib,188130,3,False,1,2,3,0.7050231223090416
ACH-000120,Capmatinib,188130,3,False,1,2,3,0.7093977568702493
ACH-000120,Captopril,250840,4,True,2,2,3,0.6693071280497528
ACH-000120,Carbamazepine,188130,3,False,1,2,3,0.6670546962206985
ACH-000120,Carbidopa (monohydrate),188130,1,False,1,0,3,0.6674905650348163
ACH-000120,Celecoxib,188130,3,False,1,2,3,0.7075586030936055
ACH-000120,Cepharanthine,250840,4,True,2,2,3,0.6987163131876893
ACH-000120,Chlorhexidine (diacetate),313550,5,False,3,2,3,0.6829468984213044
ACH-000120,Ciclopirox,250840,4,True,2,2,3,0.6985967150374741
ACH-000120,Cilostazol,188130,3,False,1,2,3,0.6708499441875299
ACH-000120,Cinacalcet,188130,3,False,1,2,3,0.6591293254664328
ACH-000120,Citalopram (hydrobromide),188130,3,False,1,2,3,0.6544198160846223
ACH-000120,Clobetasol propionate,188130,3,False,1,2,3,0.6673736246212725
ACH-000120,Clofarabine,188130,3,False,1,2,3,0.6830117471960878
ACH-000120,Clonidine (hydrochloride),250840,4,True,2,2,3,0.6744857279540744
ACH-000120,Clopidogrel,188130,3,False,1,2,3,0.664981661616967
ACH-000120,Clotrimazole,250840,4,True,2,2,3,0.6919470578855047
ACH-000120,Cloxacillin (sodium),250840,4,True,2,2,3,0.6859512039547122
ACH-000120,Cobimetinib,188130,3,False,1,2,3,0.7009727316217509
ACH-000120,Crizotinib (hydrochloride),188130,3,False,1,2,3,0.660628288949131
ACH-000120,Cyclosporin A,188130,3,False,1,2,3,0.6635517992877266
ACH-000120,Cysteamine (hydrochloride),250840,4,True,2,2,3,0.6898580768617445
ACH-000120,Cytarabine,376260,4,True,2,2,3,0.6726412587040876
ACH-000120,Cytarabine (hydrochloride),188130,3,False,1,2,3,0.6785042258013076
ACH-000120,DT-061,188130,3,False,1,2,3,0.7094402806569925
ACH-000120,DTP3,188130,3,False,2,1,3,0.6908148620634668
ACH-000120,Dabrafenib,188130,3,False,1,2,3,0.6716951044490512
ACH-000120,Daidzin,376260,4,True,2,2,3,0.672378142773614
ACH-000120,Dapagliflozin,188130,3,False,1,2,3,0.6411098708339977
ACH-000120,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",188130,3,False,1,2,3,0.6917503853718173
ACH-000120,Daptomycin,188130,1,False,1,0,3,0.6646946260564504
ACH-000120,Darinaparsin,250840,4,True,2,2,3,0.6931390527826503
ACH-000120,Darolutamide,188130,3,False,1,2,3,0.6612448838569075
ACH-000120,Decitabine,188130,3,False,1,2,3,0.6937383724020624
ACH-000120,Delamanid,188130,3,False,1,2,3,0.6612395683835646
ACH-000120,Demeclocycline,250840,4,True,2,2,3,0.6922699728910859
ACH-000120,Dexamethasone,188130,3,False,1,2,3,0.6656460957848297
ACH-000120,Dexmedetomidine,188130,3,False,1,2,3,0.6726997289108595
ACH-000120,Diammonium Glycyrrhizinate,250840,4,True,2,2,3,0.6934181151331527
ACH-000120,Digitoxin,188130,3,False,1,2,3,0.6677616541753043
ACH-000120,Dihydroartemisinin,188130,3,False,1,2,3,0.6697230638388348
ACH-000120,Dimethyl fumarate,188130,3,False,1,2,3,0.6734438951788657
ACH-000120,Dinaciclib,188130,3,False,1,2,3,0.7020889810237602
ACH-000120,Diphenhydramine,188130,3,False,1,2,3,0.6737575081060968
ACH-000120,Docetaxel,250840,4,True,2,2,3,0.6881398501036518
ACH-000120,Docetaxel (Trihydrate),188130,3,False,1,2,3,0.6763142507840323
ACH-000120,Dorzolamide (hydrochloride),188130,3,False,1,2,3,0.6827566044756286
ACH-000120,Doxorubicin (hydrochloride),188130,3,False,1,2,3,0.6900547493754319
ACH-000120,Doxycycline (monohydrate),188130,3,False,1,2,3,0.6856056981874236
ACH-000120,Drospirenone,188130,3,False,1,2,3,0.6589804922128315
ACH-000120,ERK5-IN-2,188130,3,False,1,2,3,0.6822144261946527
ACH-000120,ETC-206,188130,3,False,1,2,3,0.7034763195662573
ACH-000120,EX229,188130,3,False,1,2,3,0.6984000425237867
ACH-000120,Econazole,188130,3,False,1,2,3,0.6580077605910807
ACH-000120,Edoxaban (tosylate monohydrate),188130,1,False,1,0,3,0.6634189124541541
ACH-000120,Elagolix sodium,250840,4,True,2,2,3,0.6933064901929517
ACH-000120,Elimusertib hydrochloride,188130,3,False,1,2,3,0.7131292191569659
ACH-000120,Encorafenib,188130,3,False,1,2,3,0.6980811141232127
ACH-000120,Entecavir (monohydrate),188130,3,False,1,2,3,0.6792643384893424
ACH-000120,Entrectinib,188130,3,False,1,2,3,0.6602987296018711
ACH-000120,Epirubicin (hydrochloride),188130,3,False,1,2,3,0.684074841864668
ACH-000120,Eplerenone,188130,3,False,1,2,3,0.6829745388826876
ACH-000120,Erdafitinib ,188130,3,False,1,2,3,0.7071174188061446
ACH-000120,Erlotinib,188130,3,False,1,2,3,0.6812098017328443
ACH-000120,Erythromycin,188130,3,False,1,2,3,0.6591877956732047
ACH-000120,Esmolol (hydrochloride),188130,3,False,1,2,3,0.6553766012863446
ACH-000120,Estrone sulfate (potassium),188130,3,False,1,2,3,0.6680274278424494
ACH-000120,Everolimus,188130,3,False,1,2,3,0.6729761335246903
ACH-000120,Fedratinib (hydrochloride hydrate),188130,3,False,1,2,3,0.6674639876681019
ACH-000120,Fenofibrate,188130,3,False,1,2,3,0.6821028012544517
ACH-000120,Ferulic acid,188130,3,False,1,2,3,0.6865305905490884
ACH-000120,Filgotinib,188130,3,False,1,2,3,0.652554084941264
ACH-000120,Finasteride,188130,3,False,1,2,3,0.6783660234943921
ACH-000120,Fingolimod (hydrochloride),188130,3,False,1,2,3,0.6627863711263488
ACH-000120,Flumatinib (mesylate),376260,4,True,2,2,3,0.6782251634508053
ACH-000120,Flutamide,188130,3,False,1,2,3,0.6682878860362516
ACH-000120,Fluvoxamine,188130,3,False,1,2,3,0.6772019348322968
ACH-000120,Fluvoxamine (maleate),250840,4,True,2,2,3,0.6944785520650614
ACH-000120,Folic acid,250840,4,True,2,2,3,0.6793573592728432
ACH-000120,Fostamatinib (disodium hexahydrate),188130,1,False,1,0,3,0.6724286397703716
ACH-000120,Fulvestrant,188130,3,False,1,2,3,0.6555892202200606
ACH-000120,Fumaric acid,376260,4,True,2,2,3,0.6704672301068411
ACH-000120,Furosemide,250840,4,True,2,2,3,0.6918832722053899
ACH-000120,Fusidic acid,250840,4,True,2,2,3,0.686445542975602
ACH-000120,Futibatinib,188130,3,False,1,2,3,0.71086482751289
ACH-000120,GSK1059615,188130,3,False,1,2,3,0.7142401530856323
ACH-000120,Gallic acid,250840,4,True,2,2,3,0.6881797161537235
ACH-000120,Gallic acid (hydrate),250840,4,True,2,2,3,0.6947536278105565
ACH-000120,Gefitinib,188130,3,False,1,2,3,0.6493063307287514
ACH-000120,Gemcitabine,188130,3,False,1,2,3,0.6869505129431775
ACH-000120,Gemfibrozil,250840,4,True,2,2,3,0.6966831446340297
ACH-000120,Glasdegib,188130,1,False,1,0,3,0.6584011056184553
ACH-000120,Glycyrrhizic acid,188130,3,False,1,2,3,0.6988199649178759
ACH-000120,Goserelin (acetate),250840,4,True,2,2,3,0.6810915324509648
ACH-000120,HI-TOPK-032,188130,3,False,1,2,3,0.6997448572795407
ACH-000120,Harringtonine,188130,3,False,1,2,3,0.6813798968798171
ACH-000120,Hesperidin,188130,3,False,1,2,3,0.6900972731621751
ACH-000120,Hexylresorcinol,250840,4,True,2,2,3,0.6818051347472492
ACH-000120,Homoharringtonine,250840,4,True,2,2,3,0.6881637697336948
ACH-000120,Hydroxyfasudil,250840,4,True,2,2,3,0.7028185297400733
ACH-000120,Hydroxyurea,188130,3,False,1,2,3,0.6899484399085739
ACH-000120,IQ 1,188130,3,False,1,2,3,0.7137032902779993
ACH-000120,Idarubicin (hydrochloride),250840,4,True,2,2,3,0.698118322436613
ACH-000120,Idoxuridine,188130,3,False,1,2,3,0.6670121724339553
ACH-000120,Imiquimod (hydrochloride),188130,3,False,1,2,3,0.6657205124116302
ACH-000120,Imiquimod (maleate),188130,3,False,1,2,3,0.6918301174719609
ACH-000120,Indacaterol (maleate),188130,3,False,1,2,3,0.6514484664859406
ACH-000120,Infigratinib,188130,3,False,1,2,3,0.7056290862701323
ACH-000120,Ipatasertib,188130,3,False,1,2,3,0.7022962844841333
ACH-000120,Irinotecan,188130,3,False,1,2,3,0.6848987402328177
ACH-000120,Irinotecan (hydrochloride),376260,4,True,2,2,3,0.6820469887843512
ACH-000120,Isocorydine,250840,4,True,2,2,3,0.6879245734332642
ACH-000120,Ivabradine (hydrochloride),188130,1,False,1,0,3,0.6804124807314091
ACH-000120,Ivermectin,188130,3,False,1,2,3,0.6626215914527188
ACH-000120,Ixazomib,188130,3,False,1,2,3,0.7040663371073194
ACH-000120,Ixazomib citrate,188130,3,False,1,2,3,0.6616754371976824
ACH-000120,L-Eflornithine (monohydrochloride),188130,3,False,1,2,3,0.6702280338064105
ACH-000120,L-Thyroxine (sodium salt pentahydrate),250840,4,True,2,2,3,0.7020212087386382
ACH-000120,LB-100,188130,3,False,1,2,3,0.6946632647637272
ACH-000120,LJI308,188130,3,False,1,2,3,0.7148567479934088
ACH-000120,LY-2584702 (tosylate salt),188130,3,False,1,2,3,0.7188061446871844
ACH-000120,LY2090314,188130,3,False,1,2,3,0.6965502578004571
ACH-000120,Lactate (calcium),188130,3,False,1,2,3,0.6569499813958433
ACH-000120,Lapatinib ditosylate,188130,3,False,1,2,3,0.6969223409344603
ACH-000120,Larotrectinib,250840,4,True,2,2,3,0.6873584755222453
ACH-000120,Larotrectinib sulfate,188130,1,False,1,0,3,0.6653271673842556
ACH-000120,Lenalidomide (hemihydrate),250840,4,True,2,2,3,0.7014112581725402
ACH-000120,Levobupivacaine (hydrochloride),188130,3,False,1,2,3,0.6736565141125818
ACH-000120,Lidocaine (hydrochloride),250840,4,True,2,2,3,0.7049194705788551
ACH-000120,Ligustrazine,188130,3,False,1,2,3,0.6827247116355711
ACH-000120,Lipoic acid,250840,4,True,2,2,3,0.6843645351618561
ACH-000120,Lonafarnib,188130,3,False,1,2,3,0.6968213469409451
ACH-000120,Loperamide (hydrochloride),188130,3,False,1,2,3,0.6644554297560198
ACH-000120,Lopinavir,188130,3,False,1,2,3,0.6546271195449955
ACH-000120,Lucanthone,188130,3,False,1,2,3,0.6600223249880401
ACH-000120,Lumateperone (tosylate),250840,4,True,2,2,3,0.6868641365013555
ACH-000120,MK-3903,188130,3,False,1,2,3,0.7036357837665445
ACH-000120,MK-8353,188130,3,False,1,2,3,0.7043321107744644
ACH-000120,ML264,188130,3,False,1,2,3,0.6896667198214
ACH-000120,Macitentan,188130,3,False,1,2,3,0.6819858608409078
ACH-000120,Malotilate,250840,4,True,2,2,3,0.6730226439164407
ACH-000120,Mebendazole,188130,3,False,1,2,3,0.6790729814489981
ACH-000120,Medroxyprogesterone acetate,250840,4,True,2,2,3,0.7034763195662573
ACH-000120,Megestrol,250840,4,True,2,2,3,0.6829811832243662
ACH-000120,Meloxicam,188130,3,False,1,2,3,0.6686174453835114
ACH-000120,Menadione,188130,3,False,1,2,3,0.6922447243927071
ACH-000120,Methotrexate,188130,3,False,1,2,3,0.6634401743475257
ACH-000120,Methyl aminolevulinate (hydrochloride),188130,3,False,1,2,3,0.6521022697071174
ACH-000120,Methylprednisolone succinate,250840,4,True,2,2,3,0.7002511561154521
ACH-000120,Methylthiouracil,188130,3,False,1,2,3,0.6513421570190826
ACH-000120,Mifepristone,188130,3,False,1,2,3,0.6894275235209696
ACH-000120,Minodronic acid,188130,3,False,1,2,3,0.6936852176686334
ACH-000120,Mitoxantrone (dihydrochloride),250840,4,True,2,2,3,0.6961888056131399
ACH-000120,Monocrotaline,188130,3,False,1,2,3,0.693435390421517
ACH-000120,Mozavaptan,188130,3,False,1,2,3,0.6870461914633498
ACH-000120,NG25,188130,3,False,1,2,3,0.715276670387498
ACH-000120,NVP-BHG712,188130,3,False,1,2,3,0.7011375112953808
ACH-000120,Nafamostat (mesylate),188130,3,False,1,2,3,0.6620103120182852
ACH-000120,Naproxen,376260,4,True,2,2,3,0.6806516770318397
ACH-000120,Neratinib,188130,3,False,1,2,3,0.6647477807898793
ACH-000120,Neratinib (maleate),250840,4,True,2,2,3,0.6934380481581884
ACH-000120,Nevirapine,188130,3,False,1,2,3,0.679184606389199
ACH-000120,Niclosamide (olamine),188130,3,False,1,2,3,0.6799021952904906
ACH-000120,Nimesulide,188130,1,False,1,0,3,0.681767926433849
ACH-000120,Norepinephrine (hydrochloride),250840,4,True,2,2,3,0.6949569446659225
ACH-000120,OTS514,188130,3,False,1,2,3,0.7173709668846011
ACH-000120,Olanzapine,250840,4,True,2,2,3,0.689052782650295
ACH-000120,Oleic acid,188130,3,False,1,2,3,0.6936214319885186
ACH-000120,Omeprazole,188130,3,False,1,2,3,0.6537872747568171
ACH-000120,Omeprazole (sodium),188130,3,False,1,2,3,0.650996651251794
ACH-000120,Orlistat,188130,3,False,1,2,3,0.6880773932918727
ACH-000120,Ornidazole,188130,1,False,1,0,3,0.6605060330622442
ACH-000120,Osimertinib (mesylate),188130,3,False,1,2,3,0.6638228884282146
ACH-000120,Ouabain (Octahydrate),188130,3,False,1,2,3,0.649332908095466
ACH-000120,Oxaliplatin,188130,3,False,1,2,3,0.6972837931217775
ACH-000120,Oxaprozin,188130,3,False,1,2,3,0.6704991229468984
ACH-000120,PF-06260933,188130,3,False,2,1,3,0.69413703290278
ACH-000120,PH-797804,188130,3,False,1,2,3,0.7029128793919098
ACH-000120,Paclitaxel,188130,3,False,1,2,3,0.6783022378142773
ACH-000120,Palmatine (chloride),250840,4,True,2,2,3,0.6944865252750757
ACH-000120,Panobinostat,188130,3,False,1,2,3,0.6339765056078244
ACH-000120,Pasireotide (acetate),250840,4,True,2,2,3,0.6786955828416521
ACH-000120,Pemetrexed,188130,3,False,1,2,3,0.684074841864668
ACH-000120,Pemigatinib,188130,3,False,1,2,3,0.7144740339127199
ACH-000120,Penfluridol,188130,3,False,1,2,3,0.6826290331153989
ACH-000120,Pentagastrin,250840,4,True,2,2,3,0.684747249242545
ACH-000120,Pentamidine (isethionate),313550,5,False,3,2,3,0.6887195024716951
ACH-000120,Pentoxifylline,188130,3,False,1,2,3,0.6702174028597246
ACH-000120,Peretinoin,188130,3,False,1,2,3,0.6763195662573752
ACH-000120,Perindopril (erbumine),188130,3,False,1,2,3,0.650082389836815
ACH-000120,Pexidartinib (hydrochloride),188130,3,False,1,2,3,0.6786264816881943
ACH-000120,Phenylephrine (hydrochloride),188130,3,False,1,2,3,0.6647477807898793
ACH-000120,Phenytoin (sodium),188130,3,False,1,2,3,0.6805878913517248
ACH-000120,Pimitespib,188130,3,False,1,2,3,0.7106043693190879
ACH-000120,Pimozide,188130,3,False,1,2,3,0.6755062988359113
ACH-000120,Pioglitazone,188130,3,False,1,2,3,0.661537234890767
ACH-000120,Piroxicam,188130,3,False,1,2,3,0.6626269069260617
ACH-000120,Pitavastatin (Calcium),188130,3,False,1,2,3,0.6938765747089778
ACH-000120,Plicamycin,188130,1,False,1,0,3,0.6654547387444852
ACH-000120,Ponatinib,188130,3,False,1,2,3,0.665087971083825
ACH-000120,Posaconazole,188130,3,False,1,2,3,0.6766650720246637
ACH-000120,Pralsetinib,250840,4,True,2,2,3,0.6876295646627332
ACH-000120,Pravastatin (sodium),376260,4,True,2,2,3,0.6805134747249243
ACH-000120,Procainamide (hydrochloride),188130,3,False,1,2,3,0.684457555945357
ACH-000120,Proglumide,188130,3,False,1,2,3,0.662185722638601
ACH-000120,Pyridoxine,250840,4,True,2,2,3,0.6960811672779461
ACH-000120,Pyridoxine (hydrochloride),250840,4,True,2,2,3,0.673321639291979
ACH-000120,Quinestrol,250840,4,True,2,2,3,0.683726678360708
ACH-000120,Quinidine (15% dihydroquinidine),188130,3,False,1,2,3,0.6767341731781215
ACH-000120,RMC-6236,188130,3,False,1,2,3,0.7077712220273216
ACH-000120,Radotinib,250840,4,True,2,2,3,0.6949848509009727
ACH-000120,Ralimetinib dimesylate,250840,4,True,2,2,3,0.7025673736246213
ACH-000120,Raltitrexed,250840,4,True,2,2,3,0.6838781693509807
ACH-000120,Ranolazine,188130,3,False,1,2,3,0.6685323978100249
ACH-000120,Rapamycin,250840,4,True,2,2,3,0.6861306011800351
ACH-000120,Regorafenib,376260,4,True,2,2,3,0.680795194812098
ACH-000120,Relugolix,250840,4,True,2,2,3,0.6822954871631319
ACH-000120,Resveratrol,250840,4,True,2,2,3,0.6977356083559241
ACH-000120,Retinoic acid,250840,4,True,2,2,3,0.6839698612661458
ACH-000120,Ribociclib,188130,1,False,1,0,3,0.6702120873863817
ACH-000120,Rifaximin,188130,3,False,1,2,3,0.6851591984266199
ACH-000120,Riluzole hydrochloride,250840,4,True,2,2,3,0.6844562270770213
ACH-000120,Rimonabant,250840,4,True,2,2,3,0.6892521129006538
ACH-000120,Rimonabant (Hydrochloride),188130,1,False,1,0,3,0.6670281188539839
ACH-000120,Ritonavir,250840,4,True,2,2,3,0.6947735608355924
ACH-000120,Ropivacaine (hydrochloride monohydrate),250840,4,True,2,2,3,0.6984651570722373
ACH-000120,Rosiglitazone,188130,3,False,1,2,3,0.6833891458034338
ACH-000120,Roxadustat,188130,3,False,1,2,3,0.6906607133365226
ACH-000120,Rucaparib (phosphate),188130,3,False,1,2,3,0.6739063413596981
ACH-000120,Rutin (trihydrate),188130,3,False,1,2,3,0.6728538776378037
ACH-000120,S-Adenosyl-L-methionine (disulfate tosylate),250840,4,True,2,2,3,0.6929676287673417
ACH-000120,SBI-0640756,188130,3,False,1,2,3,0.7031467602189975
ACH-000120,Sacubitril/Valsartan,188130,3,False,1,2,3,0.6683038324562802
ACH-000120,Salicylic acid,250840,4,True,2,2,3,0.6850103651730186
ACH-000120,Sapanisertib,188130,3,False,1,2,3,0.6804177962047521
ACH-000120,Saquinavir,250840,4,True,2,2,3,0.7062270770212088
ACH-000120,Selinexor ,250840,4,True,2,2,3,0.6987561792377611
ACH-000120,Sildenafil,188130,3,False,1,2,3,0.6681284218359645
ACH-000120,Silodosin,188130,3,False,1,2,3,0.6915377664381013
ACH-000120,Simotinib,188130,3,False,1,2,3,0.6970764896614043
ACH-000120,Sinomenine,250840,4,True,2,2,3,0.6924453835114017
ACH-000120,Sivelestat (sodium tetrahydrate),188130,3,False,1,2,3,0.6767394886514644
ACH-000120,Sodium Salicylate,250840,4,True,2,2,3,0.6877092967628767
ACH-000120,Sonidegib,250840,4,True,2,2,3,0.7067692553021847
ACH-000120,Sulfatinib,188130,3,False,1,2,3,0.6802317546377505
ACH-000120,Sulfisoxazole,313550,5,False,3,2,3,0.690135544570244
ACH-000120,Sunitinib,188130,3,False,1,2,3,0.6754850369425397
ACH-000120,TAK-733,188130,3,False,1,2,3,0.698920958911391
ACH-000120,TAK-901,188130,3,False,1,2,3,0.702264391644076
ACH-000120,Tadalafil,188130,3,False,1,2,3,0.6867006856960612
ACH-000120,Talc,188130,3,False,1,2,3,0.6670919045340987
ACH-000120,Tazarotene,188130,3,False,1,2,3,0.653420507096157
ACH-000120,Temsirolimus,250840,4,True,2,2,3,0.693721097113698
ACH-000120,Temuterkib,188130,3,False,1,2,3,0.689188327220539
ACH-000120,Terfenadine,313550,5,False,3,2,3,0.692878328815181
ACH-000120,Tetracycline (hydrochloride),188130,3,False,1,2,3,0.6801201296975495
ACH-000120,Thymol,250840,4,True,2,2,3,0.7010564503269016
ACH-000120,Thymopentin,188130,3,False,1,2,3,0.6785414341147079
ACH-000120,Tirabrutinib,188130,3,False,1,2,3,0.6685908680167969
ACH-000120,Tirabrutinib (hydrochloride),188130,3,False,1,2,3,0.6523095731674906
ACH-000120,Tofacitinib,250840,4,True,2,2,3,0.693812789028863
ACH-000120,Tofacitinib (citrate),250840,4,True,2,2,3,0.6912175091691916
ACH-000120,Tolcapone,250840,4,True,2,2,3,0.6927364056769255
ACH-000120,Tolmetin,188130,3,False,1,2,3,0.6799659809706055
ACH-000120,Tomivosertib,188130,3,False,1,2,3,0.702795938978366
ACH-000120,Topotecan (hydrochloride),376260,4,True,2,2,3,0.6798490405570616
ACH-000120,Torkinib,188130,3,False,1,2,3,0.7092701855100196
ACH-000120,Trametinib,376260,6,True,2,4,3,0.6918699835220327
ACH-000120,Trametinib (DMSO_TF solvate),188130,3,False,1,2,3,0.6884175835858183
ACH-000120,Tranilast,188130,3,False,1,2,3,0.6768245362249509
ACH-000120,Triamcinolone,250840,4,True,2,2,3,0.6956825067772285
ACH-000120,Triclosan,250840,4,True,2,2,3,0.6911258172540264
ACH-000120,Trifluridine,250840,4,True,2,2,3,0.6972253229150056
ACH-000120,Trimetrexate,250840,4,True,2,2,3,0.6978631797161537
ACH-000120,Tubulin inhibitor 6,188130,3,False,1,2,3,0.6968851326210599
ACH-000120,Tucatinib,188130,3,False,1,2,3,0.6919630043055334
ACH-000120,Tucidinostat,250840,4,True,2,2,3,0.6882913410939244
ACH-000120,ULK-101,188130,3,False,1,2,3,0.7157444320416733
ACH-000120,Uridine,188130,3,False,1,2,3,0.6438367086589061
ACH-000120,Valdecoxib,188130,3,False,1,2,3,0.671487800988678
ACH-000120,Vandetanib,188130,3,False,1,2,3,0.6697443257322064
ACH-000120,Vemurafenib,188130,3,False,1,2,3,0.6837984372508372
ACH-000120,Verapamil,188130,3,False,1,2,3,0.684882793812789
ACH-000120,Verteporfin,188130,3,False,1,2,3,0.6817360335937915
ACH-000120,Vilanterol,250840,4,True,2,2,3,0.6982379205868282
ACH-000120,Vinblastine (sulfate),250840,4,True,2,2,3,0.6925809280816456
ACH-000120,Vismodegib,188130,3,False,1,2,3,0.6635517992877266
ACH-000120,Vitamin K4,188130,3,False,1,2,3,0.6585712007654282
