patient,drug,n_genes_scored,mean_abs_delta,r,r_responder,n_responders,n_plates_even
ACH-000178,Quinidine (15% dihydroquinidine),25779,0.5105,0.0549,0.7295,651,False
ACH-000178,RMC-6236,23676,0.5956,0.1031,0.5711,2160,False
ACH-000178,Radotinib,24140,0.5452,0.111,0.7481,532,True
ACH-000178,Ralimetinib dimesylate,20545,0.5475,0.0196,0.0078,2578,False
ACH-000178,Raltitrexed,24640,0.5174,0.093,0.7798,334,True
ACH-000178,Ranolazine,27812,0.5067,0.1086,0.3211,1558,False
ACH-000178,Rapamycin,24309,0.5812,0.1718,0.7836,863,True
ACH-000178,Regorafenib,25292,0.4795,0.0836,0.0024,2869,True
ACH-000178,Relugolix,24645,0.4992,0.077,0.6988,317,True
ACH-000178,Resveratrol,23780,0.5447,0.1569,0.7426,449,True
ACH-000178,Retinoic acid,24891,0.506,0.0626,0.6399,860,True
ACH-000178,Rifaximin,24812,0.5049,0.0514,0.7762,274,False
ACH-000178,Riluzole hydrochloride,24681,0.5405,0.1283,0.8194,768,True
ACH-000178,Rimonabant,24522,0.5233,0.1158,0.908,314,True
ACH-000178,Ritonavir,24073,0.5356,0.1323,0.6407,326,True
ACH-000178,Ropivacaine (hydrochloride monohydrate),24058,0.5476,0.1374,0.8539,468,True
ACH-000178,Rosiglitazone,25191,0.5338,0.0798,0.7377,807,False
ACH-000178,Roxadustat,24362,0.529,0.0966,0.6669,789,False
ACH-000178,Rucaparib (phosphate),25569,0.4922,0.0498,0.6635,502,False
ACH-000178,Rutin (trihydrate),26145,0.5368,0.0695,0.6751,2172,False
ACH-000178,S-Adenosyl-L-methionine (disulfate tosylate),23871,0.5437,0.1507,0.8058,426,True
ACH-000178,SBI-0640756,22264,1.6186,0.3378,0.2313,116,False
ACH-000178,Sacubitril/Valsartan,25650,0.5354,0.0926,0.772,812,False
ACH-000178,Salicylic acid,24771,0.556,0.1269,0.7567,418,True
ACH-000178,Sapanisertib,23241,0.6177,0.0506,-0.019,2762,False
ACH-000178,Saquinavir,23372,0.5884,0.2393,0.7074,401,True
ACH-000178,Selinexor ,24619,0.6648,0.208,0.6957,1626,True
ACH-000178,Sildenafil,25319,0.5114,0.0795,0.8443,409,False
ACH-000178,Silodosin,24570,0.5116,0.0644,0.7876,453,False
ACH-000178,Simotinib,24065,0.5133,0.0777,0.3753,430,False
ACH-000178,Sinomenine,24092,0.5178,0.1272,0.7234,319,True
ACH-000178,Sivelestat (sodium tetrahydrate),25844,0.5163,0.0784,0.7366,928,False
ACH-000178,Sodium Salicylate,24815,0.5578,0.1282,0.8336,521,True
ACH-000178,Sonidegib,23828,1.0761,0.2161,0.5426,3832,True
ACH-000178,Sulfatinib,24701,0.5112,0.0583,0.7376,555,False
ACH-000178,Sulfisoxazole,25903,0.5609,0.2087,0.4151,2165,False
ACH-000178,Sunitinib,27321,0.611,0.2784,0.6671,2675,False
ACH-000178,TAK-733,22808,0.6099,0.1327,0.5494,910,False
ACH-000178,TAK-901,23070,0.7314,0.161,0.256,2341,False
ACH-000178,Tadalafil,24341,0.5266,0.0772,0.7975,426,False
ACH-000178,Talc,27610,0.5321,0.1466,0.4245,1998,False
ACH-000178,Tazarotene,28538,0.6009,0.2001,0.6367,3373,False
ACH-000178,Temsirolimus,23981,0.5768,0.1429,0.7806,891,True
ACH-000178,Temuterkib,23141,0.6004,0.1051,0.203,2087,False
ACH-000178,Terfenadine,25820,0.5146,0.1741,0.1886,2430,False
ACH-000178,Tetracycline (hydrochloride),25218,0.4965,0.053,0.6414,452,False
ACH-000178,Thymol,23759,0.5579,0.1838,0.4483,331,True
ACH-000178,Thymopentin,25013,0.5323,0.0886,0.6643,552,False
ACH-000178,Tirabrutinib,26264,0.5358,0.0779,0.7505,2131,False
ACH-000178,Tirabrutinib (hydrochloride),29323,0.5831,0.1721,0.6302,4850,False
ACH-000178,Tofacitinib,24173,0.5416,0.1273,0.7315,357,True
ACH-000178,Tofacitinib (citrate),24241,0.535,0.1043,0.6194,341,True
ACH-000178,Tolcapone,24617,0.5242,0.0977,0.8522,292,True
ACH-000178,Tolmetin,25760,0.5245,0.0806,0.7716,841,False
ACH-000178,Tomivosertib,22879,0.5817,0.1212,0.3638,1857,False
ACH-000178,Topotecan (hydrochloride),29498,0.5132,0.0371,-0.1677,2860,True
ACH-000178,Torkinib,23049,0.5859,0.0812,0.4127,1405,False
ACH-000178,Trametinib,29581,0.6173,0.2699,0.6892,5795,True
ACH-000178,Trametinib (DMSO_TF solvate),26271,0.6165,0.1766,0.7613,3289,False
ACH-000178,Tranilast,24967,0.5057,0.05,0.6615,320,False
ACH-000178,Triamcinolone,24157,0.6284,0.264,0.8302,1423,True
ACH-000178,Triclosan,24409,0.5233,0.1127,0.8745,370,True
ACH-000178,Trifluridine,24045,0.5174,0.133,0.7132,206,True
ACH-000178,Trimetrexate,24060,0.546,0.1464,0.7401,443,True
ACH-000178,Tubulin inhibitor 6,23396,0.5542,0.077,0.6722,827,False
ACH-000178,Tucatinib,23232,0.5581,0.0921,0.6416,1135,False
ACH-000178,Tucidinostat,25004,0.698,0.2315,0.8698,641,True
ACH-000178,ULK-101,22411,0.6856,0.223,0.4434,2416,False
ACH-000178,Uridine,29037,0.5073,0.0868,0.6079,2063,False
ACH-000178,Valdecoxib,27657,0.5481,0.1573,0.3869,1800,False
ACH-000178,Vandetanib,27688,0.58,0.2045,0.6617,3312,False
ACH-000178,Vemurafenib,24525,0.557,0.0775,0.517,1071,False
ACH-000178,Verapamil,24843,0.5006,0.0438,0.6272,469,False
ACH-000178,Verteporfin,25284,0.5944,0.1433,0.6995,659,False
ACH-000178,Vilanterol,23591,0.5473,0.1712,0.6194,261,True
ACH-000178,Vinblastine (sulfate),24377,0.5435,0.0989,0.8003,569,True
ACH-000178,Vismodegib,27829,0.512,0.1222,0.3826,1413,False
ACH-000178,Vitamin K4,28534,0.5574,0.1415,0.5836,3313,False
ACH-000178,Volasertib,23254,0.5753,0.0945,0.527,1311,False
ACH-000178,Voriconazole,28114,0.5217,0.0996,0.4871,2504,False
ACH-000178,Vortioxetine,27862,0.5422,0.158,0.6133,2783,False
ACH-000178,XRK3F2,22452,0.7604,0.1429,0.0676,1910,False
ACH-000178,Zileuton,28375,0.5295,0.1281,0.5822,2383,False
ACH-000178,c-Kit-IN-1,23780,1.0811,0.1186,0.3646,6845,True
ACH-000178,crizotinib,25094,0.5354,0.0951,0.7444,522,False
ACH-000178,olaparib,24003,1.1352,0.085,0.2348,2228,True
ACH-000178,palbociclib,23199,0.5734,0.0904,0.5874,1355,False
ACH-000178,venetoclax,23149,0.6094,0.1118,0.5679,1556,False
ACH-000178,vincristine,22514,0.6843,0.2161,0.4032,2429,False
ACH-000178,γ-Oryzanol,28455,0.5061,0.0833,0.5283,2050,False
ACH-000222,(R)-Verapamil (hydrochloride),27149,0.5073,0.0807,0.5627,1417,True
ACH-000222,(S)-Crizotinib,22544,0.5341,0.0099,0.2844,862,False
ACH-000222,18β-Glycyrrhetinic acid,26229,0.5434,0.1741,0.6963,1105,True
ACH-000222,4EGI-1,26014,0.5669,0.1005,0.5953,2661,False
ACH-000222,5-Azacytidine,23751,0.5649,0.1168,0.4219,1381,False
ACH-000222,5-Fluorouracil,23910,0.5532,0.1048,0.398,1181,False
ACH-000222,8-Hydroxyquinoline,26830,0.5256,0.1356,0.8542,1151,True
ACH-000222,9-ING-41,25546,0.5905,0.0186,-0.0482,4008,False
ACH-000222,APTO-253,26121,0.554,0.0777,0.2228,2732,False
ACH-000222,AT7519,25999,0.5319,0.0752,0.4938,1877,False
ACH-000222,AZD-7648,25557,0.6471,0.1436,0.3652,3706,False
ACH-000222,AZD-8055,26062,0.6035,0.1223,0.5492,3531,False
ACH-000222,AZD1390,25695,0.5631,0.096,0.5192,2541,False
ACH-000222,AZD2858,24997,0.8051,0.2495,0.3547,1534,False
ACH-000222,Abemaciclib,22842,0.6321,0.1139,0.4948,5467,False
ACH-000222,Abiraterone acetate,24110,0.5582,0.115,0.4214,1618,False
ACH-000222,Acetazolamide,23592,0.5806,0.1502,0.3756,1507,False
ACH-000222,Acetohexamide,26812,0.5357,0.1357,0.6403,1283,True
ACH-000222,Adagrasib,32560,0.3822,0.1004,0.6153,3483,True
ACH-000222,Adenine,27056,0.5137,0.1121,0.7281,1747,True
ACH-000222,Adenosine,27022,0.5229,0.1214,0.7931,1588,True
ACH-000222,Afatinib,29498,0.4592,0.0772,0.0892,3146,False
ACH-000222,Aliskiren,27393,0.515,0.0989,0.8105,1396,True
ACH-000222,Allantoin,26284,0.546,0.1732,0.7448,1952,True
ACH-000222,Allopurinol,24750,0.566,0.0824,0.4521,2245,False
ACH-000222,Almonertinib (hydrochloride),26509,0.5235,0.1445,0.706,1547,True
ACH-000222,Almonertinib (mesylate),26371,0.4709,-0.0029,0.1002,1468,True
ACH-000222,Alpelisib,25515,0.582,0.1177,0.4944,2271,False
ACH-000222,Altretamine,21258,0.5438,0.0689,0.6834,338,False
ACH-000222,Amsacrine,27508,0.5339,0.1399,0.8517,1621,True
ACH-000222,Anastrozole,26495,0.5452,0.0783,0.6688,1725,False
ACH-000222,Anethole trithione,27415,0.5359,0.1212,0.8593,2389,True
ACH-000222,Apalutamide,21377,0.5354,0.0458,0.5118,151,False
ACH-000222,Aprepitant,23835,0.5718,0.1258,0.5109,2133,False
ACH-000222,Arbutin,21377,0.5565,0.0918,0.705,400,False
ACH-000222,Artemether,24817,0.5838,0.1297,0.6197,1267,False
ACH-000222,Artesunate,26964,0.5145,0.1102,0.8224,1935,True
ACH-000222,Asciminib,23586,0.5683,0.1216,0.325,2033,False
ACH-000222,Aspirin,24455,0.5587,0.1001,0.5482,1295,False
ACH-000222,Ataluren,24375,0.5557,0.0934,0.5051,1665,False
ACH-000222,Atazanavir (sulfate),23690,0.5621,0.1209,0.5913,1391,False
ACH-000222,Auranofin,23627,0.605,0.1209,0.1669,1525,False
ACH-000222,Azithromycin (hydrate),26681,0.5309,0.1325,0.7313,1281,True
ACH-000222,BAY1125976,25723,0.6147,0.0626,0.0458,3377,False
ACH-000222,BI-3406,26123,0.6563,0.2126,0.7192,5794,False
ACH-000222,BI-78D3,25741,0.6056,0.1311,0.2122,4540,False
ACH-000222,Baicalin,27150,0.5314,0.1319,0.8562,1428,True
ACH-000222,Balsalazide (sodium hydrate),27494,0.5136,0.099,0.8601,1571,True
ACH-000222,Belinostat,23741,0.6736,0.1521,0.617,1646,False
ACH-000222,Belumosudil,26261,0.489,0.0488,0.0905,1525,True
ACH-000222,Belumosudil (mesylate),26016,0.5715,0.1108,0.5178,2638,False
ACH-000222,Belzutifan,24779,0.891,0.1249,0.4829,1819,False
ACH-000222,Bendamustine,21591,0.5508,0.0646,0.701,390,False
ACH-000222,Benproperine (phosphate),22078,0.5645,0.0658,0.7548,692,False
ACH-000222,Bentamapimod,25486,0.5746,0.117,0.3622,3242,False
ACH-000222,Benztropine (mesylate),23808,0.5372,0.0899,0.4592,1113,False
ACH-000222,Berbamine,27760,0.4547,0.0337,0.2405,2428,False
ACH-000222,Berbamine (dihydrochloride),26141,0.4974,0.0511,0.2303,1843,True
ACH-000222,Berberine (chloride hydrate),26819,0.511,0.112,0.7933,1128,True
ACH-000222,Bergenin,26567,0.5042,0.0945,0.6599,1017,True
ACH-000222,Bestatin,21203,0.5338,0.0458,0.7181,166,False
ACH-000222,Bestatin (hydrochloride),23783,0.569,0.0995,0.476,1789,False
ACH-000222,Betamethasone dipropionate,20969,0.6071,0.1686,0.8208,990,False
ACH-000222,Bexarotene,24110,0.5782,0.1198,0.6584,1846,False
ACH-000222,Bicalutamide,24646,0.5558,0.0979,0.6882,847,False
ACH-000222,Bimatoprost,27105,0.5729,0.1591,0.7759,1470,True
ACH-000222,Bimiralisib,25846,0.6712,0.1359,0.3762,4852,False
ACH-000222,Binimetinib,28444,0.6017,0.2631,0.7912,7021,True
ACH-000222,Bisoprolol (hemifumarate),21019,0.5778,0.109,0.6657,643,False
ACH-000222,Bortezomib,25812,0.7214,0.2534,0.6499,5073,False
ACH-000222,Bosentan (hydrate),21191,0.5776,0.111,0.7861,502,False
ACH-000222,Brimonidine,24074,0.5188,0.03,0.0831,1302,False
ACH-000222,Brivudine,25821,0.6359,0.1546,0.4924,4138,False
ACH-000222,Budesonide,23978,0.6634,0.2101,0.6222,3150,False
ACH-000222,Busulfan,26538,0.5211,0.1432,0.696,1887,True
ACH-000222,CP21R7,25269,0.5897,0.1468,0.311,2309,False
ACH-000222,Cabozantinib (S-malate),23708,0.5661,0.0997,0.4734,1123,False
ACH-000222,Canagliflozin,20773,0.5528,0.0859,0.5689,470,False
ACH-000222,Canagliflozin (hemihydrate),23776,0.5756,0.1044,0.2584,1677,False
ACH-000222,Capivasertib,25824,0.5387,0.0795,0.4815,2048,False
ACH-000222,Capmatinib,25851,0.5907,0.1433,0.6045,3108,False
ACH-000222,Captopril,25381,0.5015,0.0968,0.3043,1478,True
ACH-000222,Carbamazepine,23656,0.563,0.1219,0.4299,1625,False
ACH-000222,Celecoxib,25250,0.6198,0.1484,0.1891,3346,False
ACH-000222,Cepharanthine,26381,0.5597,0.1401,0.7872,1818,True
ACH-000222,Chlorhexidine (diacetate),28069,0.4777,0.0927,0.5665,1935,False
ACH-000222,Ciclopirox,26248,0.535,0.1698,0.7852,1039,True
ACH-000222,Cilostazol,21404,0.5622,0.077,0.7466,526,False
ACH-000222,Cinacalcet,23769,0.5618,0.1079,0.4432,1239,False
ACH-000222,Citalopram (hydrobromide),24468,0.5814,0.0992,0.4173,2344,False
ACH-000222,Clobetasol propionate,23491,0.6375,0.2104,0.5855,2739,False
ACH-000222,Clofarabine,21365,0.5547,0.0623,0.7235,244,False
ACH-000222,Clonidine (hydrochloride),27864,0.5193,0.0998,0.8622,1911,True
ACH-000222,Clopidogrel,23845,0.5598,0.0989,0.5245,2088,False
ACH-000222,Clotrimazole,26978,0.5442,0.1406,0.7493,1311,True
ACH-000222,Cloxacillin (sodium),27171,0.5006,0.0862,0.8211,1221,True
ACH-000222,Cobimetinib,20765,0.6423,0.1773,0.7812,1079,False
ACH-000222,Crizotinib (hydrochloride),24031,0.5883,0.144,0.5436,1829,False
ACH-000222,Cyclosporin A,24219,0.5708,0.1126,0.6021,1729,False
ACH-000222,Cysteamine (hydrochloride),26842,0.5066,0.104,0.7882,933,True
ACH-000222,Cytarabine,26598,0.4976,0.0525,0.1617,1348,True
ACH-000222,Cytarabine (hydrochloride),21812,0.5515,0.0586,0.7955,401,False
ACH-000222,DT-061,25806,0.5519,0.0888,0.475,1848,False
ACH-000222,DTP3,25946,1.2977,0.0429,0.2215,3290,True
ACH-000222,Dabrafenib,26004,0.5505,0.0638,0.3109,2955,False
ACH-000222,Daidzin,26142,0.4888,0.0424,0.0862,1969,True
ACH-000222,Dapagliflozin,24971,0.5397,0.0912,0.5855,1062,False
ACH-000222,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",20779,0.5751,0.1128,0.6516,539,False
ACH-000222,Darinaparsin,26688,0.5306,0.1326,0.7902,1534,True
ACH-000222,Darolutamide,24136,0.566,0.1161,0.5931,1602,False
ACH-000222,Decitabine,20980,0.5823,0.1128,0.7412,758,False
ACH-000222,Delamanid,23755,0.5658,0.1336,0.6534,1519,False
ACH-000222,Demeclocycline,26772,0.5075,0.1069,0.765,1155,True
ACH-000222,Dexamethasone,23532,0.6326,0.2065,0.7473,2668,False
ACH-000222,Dexmedetomidine,22448,0.5494,0.062,0.7047,294,False
ACH-000222,Diammonium Glycyrrhizinate,26632,0.5156,0.1349,0.6292,1617,True
ACH-000222,Digitoxin,23358,0.6868,0.166,0.4398,1381,False
ACH-000222,Dihydroartemisinin,23520,0.5432,0.1099,0.6134,743,False
ACH-000222,Dimethyl fumarate,21372,0.5346,0.0579,0.6595,196,False
ACH-000222,Dinaciclib,21503,1.1231,0.4503,0.7567,3609,False
ACH-000222,Diphenhydramine,21990,0.5693,0.0859,0.6914,1101,False
ACH-000222,Docetaxel,26750,0.6188,0.1565,0.3802,2575,True
ACH-000222,Docetaxel (Trihydrate),21691,0.5648,0.0789,0.7006,188,False
ACH-000222,Dorzolamide (hydrochloride),21417,0.5689,0.0904,0.5667,411,False
ACH-000222,Doxorubicin (hydrochloride),21718,0.5755,0.0731,0.4987,531,False
ACH-000222,Doxycycline (monohydrate),21181,0.5511,0.0647,0.7857,300,False
ACH-000222,Drospirenone,23758,0.5798,0.1351,0.6392,1889,False
ACH-000222,ERK5-IN-2,25977,0.5827,0.0491,0.0974,2897,False
ACH-000222,ETC-206,25940,0.5454,0.0945,0.5669,2136,False
ACH-000222,EX229,25513,0.645,0.1713,0.4923,4528,False
ACH-000222,Econazole,24167,0.5483,0.0807,0.3807,1597,False
ACH-000222,Elagolix sodium,26446,0.5377,0.1599,0.7573,1469,True
ACH-000222,Elimusertib hydrochloride,25772,0.6699,0.1969,0.6239,4181,False
ACH-000222,Encorafenib,25263,1.866,-0.0041,0.0324,10204,False
ACH-000222,Entecavir (monohydrate),21448,0.5125,0.0212,0.6477,137,False
ACH-000222,Entrectinib,24095,0.5613,0.1004,0.3169,1510,False
ACH-000222,Epirubicin (hydrochloride),20913,0.5685,0.0696,0.29,170,False
ACH-000222,Eplerenone,21662,0.5402,0.0564,0.7297,241,False
ACH-000222,Erdafitinib ,25023,2.0023,0.0729,0.1072,11197,False
ACH-000222,Erlotinib,22316,0.557,0.0399,0.6142,1040,False
ACH-000222,Erythromycin,23950,0.5621,0.1175,0.5212,1006,False
ACH-000222,Esmolol (hydrochloride),24569,0.5258,0.0333,0.2559,1255,False
ACH-000222,Estrone sulfate (potassium),23761,0.5817,0.1425,0.3304,2136,False
ACH-000222,Everolimus,26997,0.5415,0.0758,0.6602,1990,False
ACH-000222,Fedratinib (hydrochloride hydrate),23745,0.5665,0.1165,0.511,1345,False
ACH-000222,Fenofibrate,22348,0.5619,0.0539,0.6177,1079,False
ACH-000222,Ferulic acid,21582,0.584,0.0931,0.7613,580,False
ACH-000222,Filgotinib,24219,0.5515,0.0852,0.617,934,False
ACH-000222,Finasteride,21278,0.5548,0.0732,0.7097,293,False
ACH-000222,Fingolimod (hydrochloride),23921,0.5656,0.1262,0.6185,1463,False
ACH-000222,Flumatinib (mesylate),25820,0.4917,0.0638,0.1304,1686,True
ACH-000222,Flutamide,23736,0.5522,0.0985,0.4938,1462,False
ACH-000222,Fluvoxamine,21750,0.578,0.0881,0.7747,520,False
ACH-000222,Fluvoxamine (maleate),26587,0.5175,0.1299,0.7994,1067,True
ACH-000222,Folic acid,27084,0.5045,0.0829,0.7629,1269,True
ACH-000222,Fulvestrant,24055,0.5535,0.0869,0.418,1278,False
ACH-000222,Fumaric acid,26289,0.4981,0.0274,0.0952,1807,True
ACH-000222,Furosemide,26531,0.4954,0.1042,0.7679,791,True
ACH-000222,Fusidic acid,26988,0.5111,0.0981,0.8255,1392,True
ACH-000222,Futibatinib,25298,0.5896,0.151,0.3286,3218,False
ACH-000222,GSK1059615,25521,0.6431,0.0871,0.157,3787,False
ACH-000222,Gallic acid,26848,0.5106,0.1063,0.7943,1692,True
ACH-000222,Gallic acid (hydrate),26683,0.529,0.1288,0.6729,1714,True
ACH-000222,Gefitinib,24549,0.5298,0.0582,0.3953,979,False
ACH-000222,Gemcitabine,27042,0.5481,0.0862,0.5616,2498,False
ACH-000222,Gemfibrozil,26529,0.5134,0.1212,0.7567,1172,True
ACH-000222,Glycyrrhizic acid,20830,0.5657,0.114,0.6547,479,False
ACH-000222,Goserelin (acetate),27558,0.5126,0.0859,0.8352,1682,True
ACH-000222,HI-TOPK-032,25829,0.6345,0.1717,0.4593,4302,False
ACH-000222,Harringtonine,21011,0.7,0.1065,0.5132,1002,False
ACH-000222,Hesperidin,21552,0.5624,0.0759,0.6278,534,False
ACH-000222,Hexylresorcinol,27790,0.5422,0.127,0.7668,1604,True
ACH-000222,Homoharringtonine,27241,0.9104,0.4877,0.8717,8963,True
ACH-000222,Hydroxyfasudil,25616,0.978,0.1572,0.5236,3704,True
ACH-000222,Hydroxyurea,20607,0.5491,0.072,0.5032,199,False
ACH-000222,IQ 1,25187,0.5977,0.1676,0.4297,2691,False
ACH-000222,Idarubicin (hydrochloride),27479,0.9876,0.4757,0.8162,6700,True
ACH-000222,Idoxuridine,23548,0.5718,0.1243,0.466,1792,False
ACH-000222,Imiquimod (hydrochloride),23705,0.5783,0.1298,0.5093,1530,False
ACH-000222,Imiquimod (maleate),21092,0.5527,0.0763,0.5753,208,False
ACH-000222,Indacaterol (maleate),24134,0.5805,0.1285,0.5147,1727,False
ACH-000222,Infigratinib,26147,0.5648,0.109,0.6233,2385,False
ACH-000222,Ipatasertib,25329,0.644,0.0916,0.062,4067,False
ACH-000222,Irinotecan,26875,0.5588,0.1133,0.5964,2737,False
ACH-000222,Irinotecan (hydrochloride),25920,0.4866,0.0159,-0.0411,4022,True
ACH-000222,Isocorydine,26997,0.514,0.0997,0.6704,1623,True
ACH-000222,Ivermectin,23887,0.5444,0.0886,0.5371,1125,False
ACH-000222,Ixazomib,25926,0.574,0.1149,0.6074,2034,False
ACH-000222,Ixazomib citrate,23996,0.5974,0.1164,0.5077,999,False
ACH-000222,L-Eflornithine (monohydrochloride),23681,0.5602,0.1091,0.3986,1879,False
ACH-000222,L-Thyroxine (sodium salt pentahydrate),26143,0.8834,0.1095,0.2702,1026,True
ACH-000222,LB-100,26115,0.5378,0.0651,0.4032,1848,False
ACH-000222,LJI308,25012,0.63,0.2172,0.3648,2677,False
ACH-000222,LY-2584702 (tosylate salt),24800,0.6665,0.2472,0.4031,2932,False
ACH-000222,LY2090314,26111,0.5272,0.0661,0.5404,1352,False
ACH-000222,Lactate (calcium),24244,0.5676,0.1008,0.4176,1729,False
ACH-000222,Lapatinib ditosylate,26318,0.5364,0.0782,0.4984,2585,False
ACH-000222,Larotrectinib,27329,0.584,0.164,0.6877,2132,True
ACH-000222,Lenalidomide (hemihydrate),26056,0.5226,0.1623,0.627,899,True
ACH-000222,Levobupivacaine (hydrochloride),22178,0.5521,0.0622,0.7882,445,False
ACH-000222,Lidocaine (hydrochloride),25908,0.6174,0.2759,0.5971,1671,True
ACH-000222,Ligustrazine,21527,0.5531,0.0835,0.7374,269,False
ACH-000222,Lipoic acid,27274,0.4955,0.0762,0.8399,966,True
ACH-000222,Lonafarnib,25906,0.6261,0.0403,0.367,3387,False
ACH-000222,Loperamide (hydrochloride),23562,0.5757,0.1286,0.3779,1615,False
ACH-000222,Lopinavir,23889,0.5523,0.0931,0.4443,1667,False
ACH-000222,Lucanthone,23574,0.5551,0.0389,0.5783,1861,False
ACH-000222,Lumateperone (tosylate),27071,0.51,0.1027,0.8073,973,True
ACH-000222,MK-3903,25510,0.6101,0.1453,0.4277,3177,False
ACH-000222,MK-8353,25504,0.5641,0.0974,0.4817,3155,False
ACH-000222,ML264,25802,0.5547,0.07,0.2119,3343,False
ACH-000222,Macitentan,22037,0.538,0.0429,0.6837,221,False
ACH-000222,Malotilate,25403,0.542,0.1472,0.487,2624,True
ACH-000222,Mebendazole,21576,0.5723,0.0923,0.6581,402,False
ACH-000222,Medroxyprogesterone acetate,25994,0.5481,0.1797,0.6874,1667,True
ACH-000222,Megestrol,27238,0.525,0.084,0.5227,2284,True
ACH-000222,Meloxicam,23721,0.5694,0.154,0.5267,1309,False
ACH-000222,Menadione,20744,0.567,0.1199,0.5683,395,False
ACH-000222,Methotrexate,23419,0.5626,0.1138,0.5377,977,False
ACH-000222,Methyl aminolevulinate (hydrochloride),24182,0.5565,0.0992,0.4835,1568,False
ACH-000222,Methylprednisolone succinate,25764,1.3904,0.2584,0.6473,4141,True
ACH-000222,Methylthiouracil,24865,0.5285,0.0586,0.557,942,False
ACH-000222,Mifepristone,21165,0.5444,0.0581,0.6679,296,False
ACH-000222,Minodronic acid,26320,0.5624,0.1192,0.6167,2387,False
ACH-000222,Mitoxantrone (dihydrochloride),26931,0.5448,0.1285,0.7327,1780,True
ACH-000222,Monocrotaline,20716,0.5487,0.0776,0.5846,326,False
ACH-000222,Mozavaptan,20973,0.554,0.0793,0.7452,339,False
ACH-000222,NG25,25427,0.5992,0.1526,0.5649,2055,False
ACH-000222,NVP-BHG712,25558,0.6028,0.1117,0.2979,3499,False
ACH-000222,Nafamostat (mesylate),23748,0.5945,0.1677,0.5412,1262,False
ACH-000222,Naproxen,25765,0.486,0.0535,-0.1747,1010,True
ACH-000222,Neratinib,23505,0.5499,0.1191,0.4794,1095,False
ACH-000222,Neratinib (maleate),26798,0.5406,0.1433,0.7801,1469,True
ACH-000222,Nevirapine,21377,0.5457,0.0594,0.7395,290,False
ACH-000222,Niclosamide (olamine),22579,0.5899,0.0594,0.6585,370,False
ACH-000222,Norepinephrine (hydrochloride),26480,0.5145,0.1233,0.6924,1079,True
ACH-000222,OTS514,24983,0.571,0.1528,0.4714,1688,False
ACH-000222,Olanzapine,27028,0.5296,0.1329,0.8712,1417,True
ACH-000222,Oleic acid,26307,0.5624,0.1048,0.5909,2348,False
ACH-000222,Omeprazole,24558,0.5463,0.0879,0.7343,737,False
ACH-000222,Omeprazole (sodium),24615,0.5467,0.0886,0.4768,1290,False
ACH-000222,Orlistat,20749,0.5554,0.0891,0.6098,414,False
ACH-000222,Osimertinib (mesylate),23695,0.5558,0.1248,0.5535,1094,False
ACH-000222,Ouabain (Octahydrate),24573,0.6966,0.1244,0.572,1606,False
ACH-000222,Oxaliplatin,26197,0.5808,0.1238,0.6481,3481,False
ACH-000222,Oxaprozin,23519,0.6357,0.2194,0.5712,1702,False
ACH-000222,PF-06260933,25627,1.2622,0.1248,0.3468,2907,True
ACH-000222,PH-797804,25336,0.6008,0.0477,-0.1647,3042,False
ACH-000222,Paclitaxel,27150,0.5814,0.0994,0.5309,4042,False
ACH-000222,Palmatine (chloride),26636,0.5123,0.0936,0.6057,1925,True
ACH-000222,Panobinostat,25089,0.9173,0.3854,0.8315,5635,False
ACH-000222,Pasireotide (acetate),27699,0.5458,0.1162,0.7757,2282,True
ACH-000222,Pemetrexed,21429,0.5753,0.0937,0.7679,347,False
ACH-000222,Pemigatinib,24664,1.0407,0.2058,0.1158,626,False
ACH-000222,Penfluridol,21748,0.5728,0.0857,0.6665,277,False
ACH-000222,Pentagastrin,27065,0.5096,0.097,0.7629,1552,True
ACH-000222,Pentamidine (isethionate),27622,0.5156,0.1393,0.5056,1866,False
ACH-000222,Pentoxifylline,23517,0.5824,0.1367,0.4878,1822,False
ACH-000222,Peretinoin,22453,0.5913,0.0959,0.756,668,False
