replicate_col,n_genes,padj_threshold,all_n_pairs,all_splithalf_mean_r,all_splithalf_median_r,all_splithalf_q1_r,all_splithalf_q3_r,all_spearman_brown_full,all_n_pairs_even,all_splithalf_mean_r_even_plates,all_spearman_brown_full_even_plates,all_frac_pos,all_null_any_pair_mean_r,all_null_diff_drug_mean_r,all_null_same_drug_mean_r,all_null_n_draws,all_p_vs_null,all_p_vs_same_drug,all_null_mean_ci_lo,all_null_mean_ci_hi,all_mde_80_vs_diff_drug,all_mde_80_vs_same_drug,responder_n_pairs,responder_splithalf_mean_r,responder_splithalf_median_r,responder_splithalf_q1_r,responder_splithalf_q3_r,responder_spearman_brown_full,responder_n_pairs_even,responder_splithalf_mean_r_even_plates,responder_spearman_brown_full_even_plates,responder_frac_pos,responder_null_any_pair_mean_r,responder_null_diff_drug_mean_r,responder_null_same_drug_mean_r,responder_null_n_draws,responder_p_vs_null,responder_p_vs_same_drug,responder_null_mean_ci_lo,responder_null_mean_ci_hi,responder_mde_80_vs_diff_drug,responder_mde_80_vs_same_drug
plate,48972,0.05,18329,0.118,0.11,0.074,0.146,0.21,5593,0.135,0.238,0.988,0.041,0.043,0.075,500,0.0005,0.0005,0.042,0.044,0.044,0.0759,16644,0.559,0.601,0.457,0.717,0.717,5096,0.628,0.771,0.978,0.18,0.179,0.366,455,0.0005,0.0005,0.176,0.181,0.1819,0.3701
