gene,n_pairs,r
RBMY2KP,189,0.2726
VN1R53P,1128,0.2726
HMGA1,18329,0.2726
CTSB,18292,0.2725
SDK1,18326,0.2725
RPL12P30,89,0.2724
PAICS,18307,0.2724
ENSG00000275063,285,0.2722
AKAP9,18329,0.2722
UBA6,18329,0.2722
RPN1,18252,0.2721
MINDY2,18328,0.2721
KCNQ1OT1,18326,0.2719
ARHGAP12,18328,0.2719
RIGI,18324,0.2719
STEAP3,17893,0.2719
ACTN1,18322,0.2718
POLR2J3-1,17364,0.2717
TRIM41,17858,0.2717
ENSG00000254482,28,0.2715
ENSG00000286860,4541,0.2712
BPIFA1,354,0.2712
SLC2A3,18329,0.2712
STARD4,18249,0.2711
PRSS23,18264,0.2709
RNA5SP141,253,0.2708
ABCA2,17788,0.2706
VDAC2,18255,0.2705
ENSG00000268055,408,0.2704
ADNP,18329,0.2704
Y_RNA-32,73,0.2702
ATXN1,18328,0.2702
EEF1GP8,85,0.2702
KIF13A,18304,0.2702
INO80B,17726,0.2702
OSMR,18328,0.2702
ENSG00000236800,169,0.2701
H2AC8,14236,0.2699
TEX14,17908,0.2698
LINC00552,1945,0.2696
SIGMAR1,17602,0.2696
SVIL,18329,0.2696
VMP1,18329,0.2695
PXN,18279,0.2695
PLXNA3,18077,0.2695
SYVN1,17904,0.2695
PDE4D,18329,0.2694
DNAJC3,18329,0.2694
RPLP0P3,183,0.2693
APBB2,18327,0.2693
Y_RNA-61,58,0.2693
SLCO5A1,18013,0.2692
VARS1,17904,0.2692
ENSG00000289894,2833,0.2692
DDX21,18329,0.2692
ENSG00000282925,39,0.2691
ENSG00000229700,45,0.2691
PCLO,18289,0.2689
LCN9,66,0.2688
RHOA,18328,0.2688
ENSG00000270818,63,0.2687
SAT1,18329,0.2687
ZFC3H1,18329,0.2687
CD2BP2,17724,0.2686
KMT2C,18329,0.2684
BTG1,18327,0.2684
CHD2,18329,0.2684
UACA,18328,0.2684
DDX17,18329,0.2682
LINC-PINT,18329,0.2682
ENSG00000237035,27,0.2682
CNNM2,18286,0.2681
ANKRD36C,18308,0.268
ZNFX1,18304,0.2679
Y_RNA-79,171,0.2678
PITPNM1,17713,0.2676
OR7E5P,56,0.2676
PATJ,18329,0.2675
OAS2,17902,0.2674
RETREG2,17966,0.2673
MORF4L2,18329,0.2673
CCNI,18323,0.2672
OR7H1P,185,0.2671
FAM3C2P,16530,0.2671
IGHV4-34,164,0.2671
DUXAP4,86,0.2671
AURKA,17831,0.267
SNORA22,12180,0.2669
NCOA7,18326,0.2669
ENO1,18329,0.2667
FEM1C,18315,0.2667
RAD51B,18329,0.2666
RALGAPA1,18328,0.2665
RPL6P16,194,0.2665
ENSG00000279083,170,0.2664
MRPS6,18326,0.2664
TBC1D3D,221,0.2664
INPP4B,18248,0.2663
PRKN,18301,0.2663
RELT,18000,0.2663
ZNF646,17565,0.2662
MIR100HG,18306,0.2662
EPHA2,18232,0.2662
ENSG00000267789,186,0.2662
LINC00662,18207,0.2662
NFKB1,18324,0.2661
SYNE2,18324,0.2661
RPLP0,18329,0.2661
PDAP1,18160,0.266
AHR,18326,0.2659
ANXA1,18306,0.2659
EGR3,17550,0.2658
TMEM252,134,0.2656
ENSG00000230882,9328,0.2656
ENSG00000290686,710,0.2656
LINC01409,17641,0.2656
OR7E24,105,0.2655
HNRNPH3,18289,0.2655
EGFR,18329,0.2654
NAV3,18260,0.2653
POLR2J3,17567,0.2653
TFPI,18321,0.2653
TPM4,18329,0.2652
HMGCS1,18320,0.2652
NEDD4L,18328,0.2652
ENSG00000285744,18098,0.2651
KIF1C,18183,0.2651
UBAC2,18329,0.265
ENSG00000230785,244,0.265
AP2M1,18164,0.2649
WDR45B,18328,0.2649
TGM2,18256,0.2648
MACROD2,18282,0.2648
SEPTIN10,18326,0.2647
RPL39,18286,0.2647
NPAP1L,114,0.2647
ENSG00000289915,17199,0.2646
MCU,18328,0.2645
DNAJC1,18326,0.2644
ENSG00000243953,423,0.2643
TOP2A,18264,0.2643
DST,18329,0.2643
ENSG00000250500,63,0.2642
SERPINB1,18309,0.2641
CCNYL5,78,0.264
DDX60,18312,0.264
STAT1,18329,0.2638
IL22,100,0.2638
SP110,18268,0.2637
ENSG00000287827,132,0.2636
TCF7L2,18329,0.2636
DLC1,18323,0.2635
GPAA1P2,1592,0.2634
PAIP2,18323,0.2634
ENSG00000213153,73,0.2633
ENSG00000286499,87,0.2633
ENSG00000232750,95,0.2632
ESYT2,18329,0.2631
COL7A1,18091,0.2631
BRD2,18328,0.2631
LUZP1,18310,0.2631
LINC00342,18199,0.263
ENSG00000289403,666,0.263
MANF,18102,0.263
CREBRF,18306,0.2629
ENSG00000253252,1047,0.2628
CDC25B,18001,0.2628
ACADVL,18246,0.2628
PODXL,18170,0.2627
PCMTD1,18318,0.2627
RLF,18329,0.2626
ANKRD12,18329,0.2622
PRAMEF14,44,0.2622
LRRFIP1,18329,0.2622
LAMC2,18297,0.2621
ENSG00000252461,42,0.2621
CEP290,18321,0.2621
ZNF24,18281,0.262
ARAP1,18186,0.262
SREBF2,18326,0.2619
LINC02927,195,0.2618
BRWD1,18329,0.2615
CCAR2,17901,0.2615
CEMIP,18314,0.2614
OR4K1,151,0.2613
UBA1,18272,0.2613
OR5H1,334,0.2613
BCAS3,18326,0.2612
SEC24D,18327,0.2612
TJP2,18315,0.261
RIN2,18320,0.261
ENSG00000259989,313,0.261
ZNF292,18329,0.261
ENSG00000287301,292,0.261
SNORD3B-1,9864,0.2608
CCN2,17790,0.2606
EIF4A2P1,984,0.2606
BCL2L2,17874,0.2606
PSMC1P8,201,0.2606
GYS1,18214,0.2605
SEC23A,18323,0.2602
YWHAH,18162,0.2602
KHDC4,18319,0.2602
CNOT3,18024,0.2601
CDH13,18329,0.26
ENSG00000290413,446,0.26
BRI3BP,17973,0.2599
ENSG00000279320,16989,0.2599
SPRED1,18328,0.2599
MLLT3,18327,0.2599
ENSG00000291295,1029,0.2598
PES1,17848,0.2597
ENSG00000228391,143,0.2597
PSAP,18328,0.2596
MTR,18323,0.2595
CTSD,18303,0.2594
LOXL2,18319,0.2594
KRT33B,1146,0.2593
PPP1R18,18201,0.2592
ENSG00000265936,146,0.2591
ANO6,18329,0.259
TBC1D3C,62,0.2589
FOXD4L4,59,0.2589
FADS2,18047,0.2589
MYO18A,18228,0.2589
ENSG00000231951,95,0.2588
CGB3,582,0.2588
FBXL17,18328,0.2587
RN7SL607P,37,0.2587
CLTB,18070,0.2587
ENSG00000261582,15489,0.2586
ENSG00000287845,273,0.2584
RPS9,18291,0.2583
MIR124-2HG,73,0.2581
BSG,18317,0.2581
SART1,18137,0.2581
SERPINH1,18212,0.2581
WSB1,18329,0.2581
RNU5B-1,6289,0.258
RN7SL319P,52,0.258
RN7SKP174,1144,0.258
AKAP10,18324,0.2579
NIBAN2,18315,0.2579
DSP,18329,0.2578
PARD3,18329,0.2578
RFWD3,18252,0.2578
STAT3,18329,0.2578
RPS12P20,56,0.2576
MRPL35P4,330,0.2575
ENSG00000237856,397,0.2574
ENSG00000237550,17400,0.2574
YEATS2,18329,0.2573
CCNL2,18155,0.2573
RANBP17,18269,0.2573
EFEMP2,17617,0.2573
ITGB8,18138,0.2572
IRS2,18326,0.257
HLA-DQA2,684,0.2569
NR4A2,18257,0.2569
PALS2,18266,0.2569
H2AC11,16127,0.2567
ENSG00000253232,79,0.2566
TAPBP,18289,0.2566
DBNL,17962,0.2565
ETV1,18191,0.2565
MIDN,18293,0.2565
GPCPD1,18314,0.2564
NBAS,18329,0.2563
ENSG00000271204,18089,0.2562
GOLGA3,18317,0.2562
CHASERR,18136,0.2561
HBEGF,18043,0.256
ENSG00000234147,18329,0.256
UBR2,18327,0.2559
SLC25A37,18326,0.2558
DNMT1,18162,0.2558
SBF2,18329,0.2558
ENSG00000269667,30,0.2558
KYNU,18327,0.2557
GOLGB1,18329,0.2557
COTL1,18264,0.2557
DEFB114,55,0.2557
WDR6,17785,0.2556
MICC,227,0.2554
ENSG00000255402,103,0.2554
ENSG00000267353,501,0.2553
PDXDC1,18327,0.2553
LRRC75A,18091,0.2552
ENSG00000279061,105,0.2552
RAI14,18327,0.2552
ABCC3,18281,0.2552
TENT2,18320,0.2551
ENSG00000227950,73,0.2551
UBE2FP2,281,0.2551
DPYD,18326,0.255
KIF13B,18268,0.255
NSMF,18025,0.2548
CELSR3,17439,0.2547
MIDEAS,18292,0.2547
TGFBR2,18236,0.2547
ENSG00000261462,75,0.2547
ENSG00000214915,34,0.2547
CBFA2T2,18327,0.2546
ENSG00000103200,68,0.2544
ENSG00000283321,18014,0.2544
H2BC17,17235,0.2544
STMN1,18227,0.2544
ENSG00000258077,18313,0.2544
H2AC4,12654,0.2543
G6PD,17952,0.2543
SPATS2L,18329,0.2543
SLC6A14P3,54,0.2543
DYNLL2,17987,0.2543
ITPR2,18321,0.2542
ENSG00000289577,58,0.2542
SAMD4A,18329,0.2541
KRTAP4-2,173,0.2541
H2BW2,78,0.254
MIR31HG,18327,0.254
GULP1,18320,0.2538
UQCRFS1P1,3694,0.2538
TMEM161B-DT,18313,0.2538
PDLIM5,18329,0.2537
TNRC6C,18323,0.2537
TMF1,18329,0.2534
KDM7A,18328,0.2533
ENSG00000279907,129,0.2532
ENSG00000270699,75,0.2531
KRT17P2,170,0.253
WASH8P,17034,0.253
ENSG00000238215,106,0.253
GADD45A,18150,0.253
BACH2,18148,0.2529
UBR4,18328,0.2528
NAALADL2,18244,0.2528
RAB1B,18068,0.2528
EGR2,16809,0.2527
RBMXP1,240,0.2527
SRPK1,18314,0.2526
RIPOR1,17952,0.2526
ENSG00000267838,13577,0.2526
ENSG00000284636,509,0.2526
KRBOX5P1,527,0.2526
XRN1,18326,0.2525
RSAD2,18158,0.2525
ENSG00000289140,142,0.2525
PARP4,18327,0.2525
GOSR1,18314,0.2525
PEG10,18236,0.2525
GRAMD4P4,116,0.2524
XAF1,18129,0.2524
PKM,18329,0.2524
SNX14,18324,0.2524
WWTR1,18327,0.2523
ENSG00000260996,9694,0.2522
ABHD17C,18226,0.2522
ENSG00000290059,613,0.2522
TOB1,18207,0.2521
PJA2,18324,0.252
NPEPPS,18329,0.2519
GOLT1B,18320,0.2519
ENSG00000225708,1202,0.2519
LINC-ROR,2237,0.2518
ENSG00000224513,100,0.2517
AUTS2,18311,0.2517
SNAPC3,18282,0.2517
ZMIZ1,18318,0.2517
CRTC2,17871,0.2516
SCRIB,17667,0.2515
ENSG00000228239,125,0.2515
ZFP36L1,18327,0.2515
DAP,18284,0.2514
CSNK1D,18288,0.2514
USF1,17680,0.2514
SON,18329,0.2513
ENSG00000290709,17513,0.2513
NGLY1,18329,0.2512
PAN3,18329,0.2511
CYCS,18220,0.2511
ENSG00000259354,18303,0.2511
HERC4,18329,0.2511
UHRF2,18325,0.251
ENSG00000287364,1650,0.251
ENSG00000288266,302,0.2509
TBC1D5,18328,0.2509
THOC6,17508,0.2509
PFKP,18316,0.2507
ENSG00000273012,209,0.2506
P4HA2,18315,0.2506
CAMK1D,18305,0.2505
ENSG00000269993,658,0.2505
RREB1,18323,0.2505
CDC25C,17842,0.2504
TRGV4,86,0.2504
HNRNPUL1,18312,0.2503
CEACAMP2,93,0.2503
PER1,18223,0.2503
ATXN2L,18317,0.2503
ENSG00000275186,112,0.2503
IMMP2L,18329,0.2501
RPS15,18268,0.2501
IGF2BP2,18329,0.2501
SRPK2,18329,0.25
VOPP1,18328,0.25
HSPA4,18274,0.25
RTN4,18329,0.25
FHL2,18323,0.2499
AMBRA1,18329,0.2497
SUB1P3,251,0.2496
ENSG00000260070,7080,0.2496
ENSG00000287062,102,0.2495
HES1,18294,0.2493
IQSEC1,18223,0.2492
LRRC59,18140,0.2492
H3C3,11396,0.2492
HELZ2,18243,0.2492
LINC01876,18311,0.2491
POLGARF,14340,0.2491
FAM220BP,26,0.2491
PIM1,18001,0.249
RSF1,18329,0.2489
LIMCH1,18329,0.2489
RPL13P5,200,0.2487
ENSG00000273569,39,0.2487
ENSG00000290608,428,0.2486
MYD88,17514,0.2485
ENSG00000251300,31,0.2485
TRBVB,51,0.2485
PRRC1,18273,0.2485
HJURP,17848,0.2485
LINC03009-1,18329,0.2485
MTCO3P12,16625,0.2485
RASA2,18328,0.2484
VASP,18289,0.2484
SMIM12P1,167,0.2484
KHNYN,17954,0.2482
USP53,18328,0.2482
LDB1,17766,0.2482
GAPDHP32,936,0.2482
LINC02047,117,0.2481
ENSG00000276411,44,0.248
BBX,18329,0.2479
CHMP7,17752,0.2479
PDK1,18328,0.2479
LAMB1,18302,0.2478
LPCAT2BP,295,0.2478
MAP4K5,18328,0.2478
TNRC6B,18329,0.2478
NEBL,18322,0.2477
RN7SKP226,179,0.2477
NF1,18329,0.2477
ARID4B,18329,0.2477
HSPA8P7,206,0.2476
ENSG00000212302,45,0.2474
XRCC6,18295,0.2473
NR3C1,18328,0.2472
ENSG00000279719,101,0.2471
RN7SL693P,38,0.2471
CBX4,18077,0.2471
LY6E,18189,0.247
MIR4435-2HG,18329,0.247
LGALS3BP,18252,0.2469
OR51J1,176,0.2469
MME,18249,0.2469
COPA,18329,0.2469
PRRC2C,18329,0.2469
ZNF710,18232,0.2468
TBC1D3E,884,0.2468
DHRS2,17366,0.2468
NRBP2,17525,0.2468
IFI44L,18024,0.2467
RPS2P18,97,0.2467
WFIKKN2,533,0.2467
SP3,18310,0.2467
RPS6KC1,18328,0.2467
ENSG00000282936,15629,0.2465
IRF2BP2,18327,0.2465
CAMKMT,18326,0.2464
BAIAP2L1,18326,0.2463
JARID2,18329,0.2462
TNS3,18324,0.2461
PDE10A,18319,0.2461
FOXO1,18310,0.2461
FLII,18116,0.2461
RPL7AP63,151,0.2461
CDK19,18328,0.2459
ENSG00000270593,29,0.2459
ENSG00000100101,17925,0.2459
ENSG00000280357,198,0.2457
SH3PXD2B,18236,0.2457
MYCLP1,28,0.2456
PAG1,18317,0.2456
HSPA9,18325,0.2456
FOXO3,18329,0.2456
RHBDF1P1,169,0.2455
UCN2,11771,0.2455
SPAG5,18002,0.2455
ENSG00000288970,174,0.2454
BUB1B,17973,0.2454
ITGB5,18260,0.2453
PIAS1,18327,0.2452
ENSG00000233970,273,0.2452
ABL2,18329,0.2452
PLXNA1,17969,0.245
YBX3,18319,0.245
EXOC4,18329,0.245
ENSG00000206062,436,0.245
ZNF395,18315,0.245
ENSG00000289308,4635,0.2449
RASA3,18313,0.2449
HNRNPC,18329,0.2449
KIF18B,17831,0.2448
ENSG00000222022,6887,0.2447
HEXIM1,18150,0.2447
TFDP1P1,89,0.2446
CROCCP1,53,0.2445
NPY,1201,0.2445
CMC2,18135,0.2445
SNX9,18329,0.2444
CDKN1A,18232,0.2442
CEROX1,4130,0.2442
VTA1P2,1509,0.2441
PBX2,17895,0.2441
OR2M5,149,0.2441
WDR26,18328,0.2441
ENSG00000258672,153,0.2441
ITGB4,18196,0.244
FAM219A,18230,0.2439
FABP5P10,83,0.2438
FDPSP1,94,0.2438
OAS3,18232,0.2438
UBE2C,17796,0.2438
MORF4L1P1,17503,0.2437
ENSG00000286471,1537,0.2437
PDP1,18232,0.2437
ENSG00000263253,307,0.2436
EPAS1,18329,0.2436
P4HA1,18329,0.2436
ENSG00000259187,75,0.2435
TCP11L2,18224,0.2434
NHS,18324,0.2434
ENSG00000196472,58,0.2434
SMAD3,18329,0.2434
PPIB,18289,0.2434
PTPRG,18327,0.2431
RPS2P17,106,0.2431
ADAM9,18329,0.243
ENSG00000213557,42,0.243
NHSL1,18320,0.2429
VCAN,18235,0.2429
ENSG00000233887,373,0.2426
GMPPB,17530,0.2426
IFIT2,18252,0.2426
VCX,1304,0.2426
ENSG00000250842,18000,0.2425
SPACA6,17788,0.2424
TRIP12,18329,0.2424
GRB10,18324,0.2423
BTBD9,18326,0.2423
SUPT3H,18329,0.2423
RTN3,18322,0.2423
CCNB1,17844,0.2421
LYST,18310,0.242
SH3PXD2A,18313,0.242
ADIPOQ-AS1,202,0.242
BNIP3L,18329,0.242
NUCB1,18127,0.242
ZNF148,18325,0.2417
MIR23AHG,18169,0.2417
ENSG00000252774,120,0.2417
MEF2A,18329,0.2417
OSMR-DT,18299,0.2417
ENSG00000258320,85,0.2417
LOX,18245,0.2417
SLC16A3,18323,0.2416
NCOA2,18327,0.2416
GCLC,18329,0.2415
ERBIN,18329,0.2415
MARCHF6,18329,0.2415
BMAL2,18306,0.2414
LDLR,18313,0.2414
NFAT5,18329,0.2414
IQCJ-SCHIP1,18285,0.2413
TUFT1,18315,0.2412
HTATSF1,17946,0.2412
CUX1,18327,0.2412
MRPL23-AS1,936,0.2411
TAP1,18110,0.2411
CANX,18329,0.241
AGPAT5,18297,0.2409
MGRN1,18209,0.2408
PMM2,18326,0.2408
BICC1,18062,0.2408
GAPDHP2,136,0.2408
SMURF2,18329,0.2407
RPL7,18329,0.2406
TMEM39A,18311,0.2406
MAFF,18182,0.2406
ADAMTSL4-AS1,16236,0.2406
CYCSP11,27,0.2405
RAB2A,18329,0.2405
FOXP4,17938,0.2405
PLCB3,17976,0.2404
LSS,18149,0.2404
ENOX1,18155,0.2404
ENSG00000223738,542,0.2404
ODC1,18138,0.2403
MT-ND2,18329,0.2403
LINC01376,18144,0.2402
ELL2,18329,0.2402
MAPK8IP1P2,2520,0.2402
ZHX3,18222,0.2401
LINC01473,18327,0.2401
HMGCR,18136,0.2401
SKAP2,18328,0.24
PRAMEF27,37,0.24
ENSG00000279151,1188,0.24
ENSG00000263271,2136,0.2399
RN7SL380P,63,0.2399
ADAR,18327,0.2399
CHMP4B,18296,0.2399
RNF40,18055,0.2399
OR5H5P,137,0.2399
DIAPH2,18327,0.2398
ENSG00000237532,105,0.2398
HIP1,18326,0.2398
PYGB,18281,0.2398
ENSG00000223432,332,0.2397
Y_RNA-367,69,0.2396
HNRNPD,18328,0.2396
CCT7,18129,0.2395
ENSG00000213280,184,0.2395
VAV2,18274,0.2394
MIR181B2,59,0.2394
TRA2A,18327,0.2394
NR4A3,18201,0.2394
RPS26P3,565,0.2393
CYP1B1,18184,0.2393
PPFIBP1,18329,0.2392
ARID2,18329,0.2391
PSMD14,18325,0.2391
PSMD2,18239,0.239
DNAJB1,18197,0.2389
MAPK7,17651,0.2389
VDAC1P7,504,0.2388
TUBG1,17614,0.2387
ELF2,18328,0.2387
ENSG00000228528,322,0.2386
ENSG00000278477,300,0.2386
NAV1,18327,0.2386
AHSA1,17962,0.2386
CREB5,18281,0.2386
LINC00919,78,0.2385
ENSG00000279629,29,0.2385
SUPT5H,18320,0.2385
ATP5F1B,18322,0.2385
NAB2,17732,0.2384
LINC02614,17865,0.2384
ENSG00000236412,118,0.2384
ENSG00000212224,214,0.2383
STAT2,18248,0.2383
TPT1,18329,0.2383
UBR1,18327,0.2383
FHIP1A,18329,0.2383
KANSL1,18329,0.2382
IFI44,18223,0.2381
ENSG00000263618,2965,0.2381
ELK3,18293,0.2381
TRPC1,18257,0.238
ENSG00000232736,316,0.238
C1orf21,18277,0.2379
ZNF317,17973,0.2379
PRKCG,17463,0.2378
MKI67,18272,0.2378
TSC22D1,18322,0.2378
BACE2,18324,0.2377
ENSG00000285566,93,0.2377
SLC7A3,583,0.2377
CAPN1,18095,0.2377
ENSG00000288580,86,0.2377
CASP4,18170,0.2376
COL13A1,17814,0.2376
RABGEF1,18329,0.2374
MACO1,18310,0.2374
ENSG00000287522,175,0.2374
AP2B1,18327,0.2372
ENSG00000290586,73,0.2372
MAD1L1,18288,0.2372
MIS18BP1,18309,0.2371
TLN2,18066,0.237
ENSG00000279300,84,0.237
TRPS1,18316,0.237
ENSG00000232710,15316,0.237
HTATSF1P2,11988,0.237
CLPTM1L,18054,0.2369
NOLC1,18240,0.2369
ITGA5,18258,0.2369
PFN2,17993,0.2369
COL6A1,18270,0.2369
LSM3P2,119,0.2367
F3,18289,0.2367
ATF1P1,364,0.2367
ENSG00000286421,397,0.2367
SPATA31D3,119,0.2366
ACTN4,18329,0.2366
MYOF,18329,0.2365
ADAM17,18326,0.2365
AKAP13,18329,0.2364
SASH1,18313,0.2364
VCX3A,684,0.2364
IGHV3-42,148,0.2364
TLE3,18164,0.2363
ENSG00000261763,103,0.2363
SEC22B,18081,0.2362
ENSG00000261776,78,0.2362
UBAP1,18326,0.2362
RSL1D1,18309,0.2362
TMEM43,18064,0.2362
U2SURP,18304,0.2361
SET,18328,0.2361
ENSG00000286633,107,0.2361
HDAC5,18208,0.236
SNHG14,18289,0.2359
CAV1,18313,0.2359
NSMCE2,18327,0.2359
BAZ2A,18329,0.2358
UNC119B,17790,0.2358
DNAJC19P6,40,0.2357
MDH2,18122,0.2357
PNISR,18329,0.2356
TRIQK,18158,0.2356
MDC1,18023,0.2355
ANP32A,18265,0.2355
SSU72,18079,0.2355
ENSG00000270159,106,0.2355
RPL10P13,973,0.2355
ACTG1P23,533,0.2354
SYTL2,18016,0.2354
PPP1R1AP2,53,0.2354
AKT1,17751,0.2354
LILRP2,453,0.2353
KRT8P5,1212,0.2353
CEP152,18213,0.2353
HPCAL1,18303,0.2353
EIF3A,18328,0.2351
LINC02881,67,0.2351
LUC7L,18318,0.2351
YWHAZ,18329,0.235
ZFP64P1,48,0.235
ARHGAP11A,18021,0.235
VCP,18272,0.235
ATP11B,18324,0.2349
MED16,17702,0.2349
ARF4,18329,0.2349
SMC5,18329,0.2348
BNIP3,18299,0.2348
RARA,18007,0.2347
MTHFD2,18292,0.2347
GPRC5D-AS1,18277,0.2346
EIF2AK3,18323,0.2346
HSP90AB2P,17515,0.2345
SFPQ,18325,0.2345
NF1P10,683,0.2344
H2BC4,17702,0.2344
ENSG00000236773,584,0.2344
KDM3A,18328,0.2344
SEC61A1,18320,0.2343
YBX1,18329,0.2343
TAS2R14,18329,0.2342
PCNA,17939,0.2342
CALM3,18232,0.2342
FAT1,18329,0.2341
ZC3H12A,17949,0.2341
LGALS7B,22,0.2339
ENSG00000250697,18064,0.2339
NR1D2,18294,0.2338
PPFIA1,18328,0.2338
PLAUR,18325,0.2338
DLG1,18329,0.2338
ALCAM,18323,0.2337
PTPRN2,18328,0.2336
HLA-E,18296,0.2336
PRMT5,17869,0.2336
KIAA1671,18308,0.2336
CCDC9B,17182,0.2336
NR2F2-AS1,18301,0.2336
EIF2AK2,18328,0.2336
ENSG00000235907,271,0.2335
PHF14,18327,0.2335
MX1,18222,0.2334
NCOA3,18329,0.2334
PCBP3,18319,0.2334
TENT5A,18323,0.2333
ENSG00000259570,509,0.2333
ENSG00000256035,92,0.2333
NBEAL2,17861,0.2333
CRYZL1,18203,0.2332
GPR160P1,49,0.2332
FGF13-AS1,1544,0.233
SREK1,18326,0.233
SLC35E1,18233,0.233
ENSG00000260756,131,0.2329
ENSG00000290062,416,0.2329
SHISA5,18234,0.2328
B4GALT5,18329,0.2327
FBXL2,18326,0.2327
ENSG00000270871,17711,0.2327
UBE2S,17915,0.2326
MNT,18254,0.2326
ACTL9,47,0.2326
ENSG00000276538,171,0.2325
BASP1,18325,0.2324
BCL2L1,18328,0.2324
FUT11,18310,0.2324
SAMD12,18314,0.2324
LINC01797,868,0.2323
KDM4C,18329,0.2323
CALD1,18322,0.2323
ARGLU1,18324,0.2323
LINC00310,17951,0.2322
ENSG00000213216,200,0.2322
ST13P14,54,0.2322
ENSG00000287905,1150,0.2321
MAP2,18076,0.2319
PARK7,18120,0.2319
COX5BP2,249,0.2318
CCT5,18291,0.2318
LGALS3,18309,0.2317
OR4K2,185,0.2317
SLC3A2,18227,0.2317
MEPCE,17803,0.2317
SLC7A5P2,14013,0.2316
VIM,18329,0.2316
ENSG00000244593,28,0.2315
NCAPD2,18245,0.2315
GCC1,17776,0.2315
SLC9A3R1,17886,0.2315
ENSG00000248452,144,0.2315
ENSG00000253403,246,0.2315
RUNX2,18284,0.2314
ENSG00000231754,618,0.2314
INTS1,18213,0.2314
CADPS2,18318,0.2313
SLC41A2,18302,0.2312
SDF4,17962,0.2312
GTPBP2,18166,0.2312
ENSG00000284874,7877,0.2312
CENPK,17976,0.2311
PPAN,17800,0.2311
DCXR,17697,0.2311
MTND1P4,76,0.231
BACH1,18329,0.231
ADAM19,18194,0.2309
NUMB,18328,0.2309
PLA2G2F,3116,0.2309
HDLBP,18329,0.2308
SQLE,18196,0.2308
RALGAPA2,18329,0.2308
BAG6,18221,0.2307
HDGF,18315,0.2307
SLC25A51,18235,0.2307
CEMIP2,18327,0.2306
IRF1,18257,0.2306
ENSG00000241912,1755,0.2305
NFYB,17902,0.2305
ENSG00000255086,42,0.2304
KCNMA1,18324,0.2304
ZNF460,18140,0.2304
EML6,18037,0.2304
DOCK5,18329,0.2304
TRIO,18329,0.2303
ENSG00000269543,163,0.2303
MED12,18029,0.2303
ENSG00000271547,184,0.2302
RAP1GDS1,18236,0.2302
Y_RNA-188,71,0.2302
IQGAP3,18052,0.2302
ENSG00000264072,47,0.2301
UGT1A12P,675,0.2301
HYCC1,18313,0.23
NCAPG2,18227,0.23
NOP2,17971,0.2299
SCAF8,18327,0.2299
ANKRD10,18325,0.2299
MED23,18278,0.2299
MTCL1,18206,0.2298
TRIP11,18323,0.2298
RNU6-891P,49,0.2298
DDX5,18329,0.2297
DNTTIP1,18240,0.2297
FAM136CP,175,0.2297
RNF26,17543,0.2297
STX1A,18066,0.2297
SH3BP4,18151,0.2296
GMDS,18329,0.2296
PMP22,18212,0.2296
CEP131,17596,0.2295
LIG1,17843,0.2295
LMNB1,18022,0.2294
BMF-AS1,67,0.2294
RN7SKP194,580,0.2294
KIF3A,18127,0.2293
RNA5SP241,108,0.2293
SPATA31A1,667,0.2293
MSANTD3,18311,0.2293
ENSG00000274294,112,0.2292
CCNA2,17785,0.2292
LIF,17916,0.2292
SAMD9,18245,0.2292
LINC00313,5282,0.2291
MTCO1P12,17534,0.2291
NOP58,18329,0.2291
VCL,18329,0.2291
KLC2,17617,0.229
PUM2,18329,0.229
BEST1,17612,0.229
OS9,18312,0.2289
PPP6R3,18329,0.2289
ENSG00000242407,157,0.2289
RUNX1,18329,0.2288
LRRFIP2,18306,0.2288
MANCR,18075,0.2288
NTN4,18153,0.2288
PTPN13,18202,0.2288
SNX33,17901,0.2287
SNORD3P1,46,0.2287
GET4,17202,0.2287
ENSG00000287634,72,0.2287
SLC39A11,18281,0.2287
ODR4,18317,0.2285
GFOD1-AS1,93,0.2285
SLCO4A1,18298,0.2285
QSOX1,18324,0.2284
SHOC2,18324,0.2284
PRY,38,0.2283
IFRD1,18318,0.2283
RN7SL849P,96,0.2282
MARK4,18321,0.2282
SNORA70G,156,0.2282
C1QTNF3-AMACR,18234,0.2281
UBE2G1,18323,0.2281
Metazoa_SRP-62,263,0.228
DIP2C,18309,0.228
ENSG00000286818,1095,0.228
CAMTA2,17717,0.228
S100A11P5,74,0.2279
RERG-AS1,86,0.2279
ANKRD28,18328,0.2279
BCL3,18117,0.2279
EEF1A1P12,16474,0.2278
LSM12P1,15324,0.2278
TPST1,18298,0.2278
HBP1,18315,0.2278
CYP51A1,18319,0.2278
MT-TL1,17458,0.2278
GAPDHP1,13739,0.2277
H2BC8,15064,0.2277
MUC5B,14003,0.2277
ZMYM3,17817,0.2277
SMNDC1,18273,0.2276
ENSG00000236807,82,0.2276
FRMD4A,18313,0.2276
ENSG00000243415,17870,0.2275
H1-1,5978,0.2274
CSRNP1,17919,0.2274
NBEAL1,18329,0.2274
PTBP1,18260,0.2274
IFNL4,71,0.2274
HEATR1,18304,0.2272
FANCL,18273,0.2272
ZCCHC7,18328,0.2272
RBL1,18119,0.2272
ENSG00000237336,495,0.2272
CCND3,18067,0.2271
SOX9,18268,0.2271
ENSG00000261564,246,0.2271
MX2,18236,0.227
PCYOX1,18253,0.227
ENSG00000266050,59,0.227
