patient,drug,n_first,n_second,n_both,jaccard
ACH-000958,Methylprednisolone succinate,2708,131,77,0.0279
ACH-000958,Methylthiouracil,407,320,92,0.1449
ACH-000958,Mifepristone,40,392,27,0.0667
ACH-000958,Minodronic acid,1477,840,362,0.1852
ACH-000958,Mitoxantrone (dihydrochloride),1029,5305,695,0.1232
ACH-000958,Monocrotaline,10,397,8,0.0201
ACH-000958,Mozavaptan,30,399,23,0.0567
ACH-000958,NG25,1096,1535,402,0.1803
ACH-000958,NVP-BHG712,2372,964,345,0.1153
ACH-000958,Nafamostat (mesylate),1045,410,122,0.0915
ACH-000958,Naproxen,258,358,79,0.1471
ACH-000958,Neratinib,373,1304,143,0.0932
ACH-000958,Neratinib (maleate),1126,3884,759,0.1785
ACH-000958,Nevirapine,41,413,31,0.0733
ACH-000958,Niclosamide (olamine),47,2463,38,0.0154
ACH-000958,Norepinephrine (hydrochloride),482,1459,226,0.1318
ACH-000958,OTS514,1303,652,235,0.1366
ACH-000958,Olanzapine,691,1701,382,0.19
ACH-000958,Oleic acid,1463,485,227,0.1319
ACH-000958,Omeprazole,388,375,89,0.132
ACH-000958,Omeprazole (sodium),696,340,78,0.0814
ACH-000958,Orlistat,61,358,33,0.0855
ACH-000958,Osimertinib (mesylate),726,1025,228,0.1497
ACH-000958,Ouabain (Octahydrate),2588,6394,1971,0.2811
ACH-000958,Oxaliplatin,2034,1105,558,0.2162
ACH-000958,Oxaprozin,1150,532,163,0.1073
ACH-000958,PF-06260933,2201,902,358,0.1304
ACH-000958,PH-797804,2110,3378,862,0.1863
ACH-000958,Paclitaxel,1730,1858,475,0.1526
ACH-000958,Palmatine (chloride),735,1395,250,0.133
ACH-000958,Panobinostat,3800,7656,3052,0.3632
ACH-000958,Pasireotide (acetate),801,1431,314,0.1637
ACH-000958,Pemetrexed,32,506,26,0.0508
ACH-000958,Pemigatinib,408,393,47,0.0623
ACH-000958,Penfluridol,18,358,16,0.0444
ACH-000958,Pentagastrin,536,1658,288,0.1511
ACH-000958,Pentamidine (isethionate),847,1728,323,0.1434
ACH-000958,Pentoxifylline,1283,1158,384,0.1867
ACH-000958,Peretinoin,144,1216,120,0.0968
ACH-000958,Perindopril (erbumine),288,147,47,0.1211
ACH-000958,Pexidartinib (hydrochloride),101,472,64,0.1257
ACH-000958,Phenylephrine (hydrochloride),1054,318,130,0.1047
ACH-000958,Phenytoin (sodium),34,209,24,0.1096
ACH-000958,Pimitespib,2125,323,148,0.0643
ACH-000958,Pimozide,716,629,131,0.1079
ACH-000958,Pioglitazone,913,815,292,0.2033
ACH-000958,Piroxicam,1674,528,252,0.1292
ACH-000958,Pitavastatin (Calcium),182,2170,161,0.0735
ACH-000958,Ponatinib,994,3988,616,0.1411
ACH-000958,Posaconazole,26,801,19,0.0235
ACH-000958,Pralsetinib,1772,890,337,0.1449
ACH-000958,Pravastatin (sodium),735,423,143,0.1409
ACH-000958,Procainamide (hydrochloride),4,196,4,0.0204
ACH-000958,Proglumide,478,307,82,0.1166
ACH-000958,Pyridoxine,425,1619,211,0.1151
ACH-000958,Pyridoxine (hydrochloride),1259,938,382,0.2105
ACH-000958,Quinestrol,674,1399,335,0.1928
ACH-000958,Quinidine (15% dihydroquinidine),23,441,17,0.038
ACH-000958,RMC-6236,1788,1818,521,0.1689
ACH-000958,Radotinib,731,1509,352,0.1864
ACH-000958,Ralimetinib dimesylate,2328,244,157,0.065
ACH-000958,Raltitrexed,587,1735,324,0.1622
ACH-000958,Ranolazine,480,537,125,0.1401
ACH-000958,Rapamycin,810,1980,406,0.1703
ACH-000958,Regorafenib,2139,432,230,0.0982
ACH-000958,Relugolix,622,1049,286,0.2065
ACH-000958,Resveratrol,702,1538,266,0.1348
ACH-000958,Retinoic acid,1195,1291,342,0.1595
ACH-000958,Rifaximin,11,211,10,0.0472
ACH-000958,Riluzole hydrochloride,1094,2282,573,0.2044
ACH-000958,Rimonabant,661,1223,319,0.2038
ACH-000958,Ritonavir,450,1585,182,0.0982
ACH-000958,Ropivacaine (hydrochloride monohydrate),746,1481,340,0.1802
ACH-000958,Rosiglitazone,42,404,28,0.067
ACH-000958,Roxadustat,48,1009,43,0.0424
ACH-000958,Rucaparib (phosphate),43,275,20,0.0671
ACH-000958,Rutin (trihydrate),402,349,112,0.1753
ACH-000958,S-Adenosyl-L-methionine (disulfate tosylate),868,2093,513,0.2096
ACH-000958,SBI-0640756,3908,662,59,0.0131
ACH-000958,Sacubitril/Valsartan,57,585,44,0.0736
ACH-000958,Salicylic acid,647,1588,306,0.1586
ACH-000958,Sapanisertib,3567,1746,853,0.1913
ACH-000958,Saquinavir,530,1717,201,0.0982
ACH-000958,Selinexor ,2300,4125,1328,0.2605
ACH-000958,Sildenafil,23,573,19,0.0329
ACH-000958,Silodosin,13,174,9,0.0506
ACH-000958,Simotinib,4,113,3,0.0263
ACH-000958,Sinomenine,565,930,214,0.1671
ACH-000958,Sivelestat (sodium tetrahydrate),28,1086,25,0.023
ACH-000958,Sodium Salicylate,870,1640,396,0.1873
ACH-000958,Sonidegib,2920,346,134,0.0428
ACH-000958,Sulfatinib,12,310,8,0.0255
ACH-000958,Sulfisoxazole,1042,1766,358,0.1461
ACH-000958,Sunitinib,1154,1129,305,0.1542
ACH-000958,TAK-733,1405,1617,451,0.1754
ACH-000958,TAK-901,2437,5545,1415,0.2155
ACH-000958,Tadalafil,13,668,13,0.0195
ACH-000958,Talc,1121,269,112,0.0876
ACH-000958,Tazarotene,1067,623,224,0.1528
ACH-000958,Temsirolimus,922,1599,336,0.1538
ACH-000958,Temuterkib,2456,872,355,0.1194
ACH-000958,Terfenadine,1227,1785,470,0.1849
ACH-000958,Tetracycline (hydrochloride),6,597,5,0.0084
ACH-000958,Thymol,469,995,168,0.1296
ACH-000958,Thymopentin,24,465,19,0.0404
ACH-000958,Tirabrutinib,451,447,164,0.2234
ACH-000958,Tirabrutinib (hydrochloride),1354,622,249,0.1442
ACH-000958,Tofacitinib,582,1699,238,0.1165
ACH-000958,Tofacitinib (citrate),837,1618,363,0.1735
ACH-000958,Tolcapone,581,2006,339,0.1508
ACH-000958,Tolmetin,55,282,40,0.1347
ACH-000958,Tomivosertib,2377,600,304,0.1137
ACH-000958,Topotecan (hydrochloride),527,1635,234,0.1214
ACH-000958,Torkinib,2174,842,353,0.1326
ACH-000958,Trametinib,3808,2700,1414,0.2776
ACH-000958,Trametinib (DMSO_TF solvate),994,1419,466,0.2393
ACH-000958,Tranilast,10,363,9,0.0247
ACH-000958,Triamcinolone,1019,1764,463,0.1996
ACH-000958,Triclosan,507,1327,250,0.1578
ACH-000958,Trifluridine,482,1860,201,0.0939
ACH-000958,Trimetrexate,627,1766,266,0.1251
ACH-000958,Tubulin inhibitor 6,1397,497,239,0.1444
ACH-000958,Tucatinib,1748,615,341,0.1686
ACH-000958,Tucidinostat,1107,5605,832,0.1415
ACH-000958,ULK-101,2427,578,215,0.0771
ACH-000958,Uridine,442,425,125,0.1685
ACH-000958,Valdecoxib,509,597,140,0.1449
ACH-000958,Vandetanib,1000,656,209,0.1444
ACH-000958,Vemurafenib,1484,528,211,0.1172
ACH-000958,Verapamil,20,257,11,0.0414
ACH-000958,Verteporfin,32,726,24,0.0327
ACH-000958,Vilanterol,534,1515,272,0.1531
ACH-000958,Vinblastine (sulfate),868,2474,501,0.1763
ACH-000958,Vismodegib,447,298,79,0.1186
ACH-000958,Vitamin K4,909,404,138,0.1174
ACH-000958,Volasertib,1856,379,181,0.0881
ACH-000958,Voriconazole,827,364,127,0.1194
ACH-000958,Vortioxetine,1118,659,226,0.1457
ACH-000958,XRK3F2,2159,669,314,0.1249
ACH-000958,Zileuton,853,245,108,0.1091
ACH-000958,c-Kit-IN-1,4379,671,565,0.126
ACH-000958,crizotinib,30,675,24,0.0352
ACH-000958,olaparib,1455,135,46,0.0298
ACH-000958,palbociclib,1938,849,340,0.1389
ACH-000958,venetoclax,2132,1465,600,0.2002
ACH-000958,vincristine,2414,851,407,0.1424
ACH-000958,γ-Oryzanol,483,259,58,0.0848
ACH-000997,(R)-Verapamil (hydrochloride),296,1437,135,0.0845
ACH-000997,(S)-Crizotinib,328,657,123,0.1427
ACH-000997,18β-Glycyrrhetinic acid,260,1247,109,0.078
ACH-000997,4EGI-1,1202,461,207,0.1422
ACH-000997,5-Azacytidine,680,1867,271,0.1191
ACH-000997,5-Fluorouracil,717,871,225,0.1651
ACH-000997,8-Hydroxyquinoline,422,1548,211,0.12
ACH-000997,9-ING-41,2320,553,244,0.0928
ACH-000997,APTO-253,1826,237,104,0.0531
ACH-000997,AT7519,825,361,156,0.1515
ACH-000997,AZD-7648,2384,618,292,0.1077
ACH-000997,AZD-8055,1720,546,237,0.1168
ACH-000997,AZD1390,1329,620,201,0.115
ACH-000997,AZD2858,938,517,96,0.0706
ACH-000997,Abemaciclib,2888,338,253,0.0851
ACH-000997,Abiraterone acetate,984,1290,291,0.1467
ACH-000997,Acetazolamide,1647,857,307,0.1397
ACH-000997,Acetohexamide,374,1437,172,0.1049
ACH-000997,Adagrasib,1436,1395,483,0.2057
ACH-000997,Adenine,461,1212,230,0.1594
ACH-000997,Adenosine,395,2233,259,0.1093
ACH-000997,Afatinib,1758,2799,724,0.1889
ACH-000997,Aliskiren,404,922,153,0.1304
ACH-000997,Allantoin,825,1829,311,0.1327
ACH-000997,Allopurinol,1758,1026,444,0.1897
ACH-000997,Almonertinib (hydrochloride),475,1800,192,0.0922
ACH-000997,Almonertinib (mesylate),902,1242,279,0.1496
ACH-000997,Alpelisib,1356,681,264,0.1489
ACH-000997,Altretamine,64,378,37,0.0914
ACH-000997,Amsacrine,502,2089,286,0.1241
ACH-000997,Anastrozole,754,554,162,0.1414
ACH-000997,Anethole trithione,982,1765,531,0.2396
ACH-000997,Apalutamide,17,790,10,0.0125
ACH-000997,Aprepitant,1833,699,311,0.14
ACH-000997,Arbutin,117,574,77,0.1254
ACH-000997,Artemether,1083,1237,365,0.1867
ACH-000997,Artesunate,959,3351,610,0.1649
ACH-000997,Asciminib,2004,1027,404,0.1538
ACH-000997,Aspirin,833,695,196,0.1471
ACH-000997,Ataluren,859,491,127,0.1038
ACH-000997,Atazanavir (sulfate),940,1223,369,0.2057
ACH-000997,Auranofin,820,6625,571,0.0831
ACH-000997,Azithromycin (hydrate),464,1150,168,0.1162
ACH-000997,BAY1125976,1699,1992,453,0.1399
ACH-000997,BI-3406,1955,636,341,0.1516
ACH-000997,BI-78D3,2822,423,213,0.0703
ACH-000997,Baicalin,384,1960,244,0.1162
ACH-000997,Balsalazide (sodium hydrate),533,1646,297,0.1578
ACH-000997,Belinostat,961,7860,736,0.091
ACH-000997,Belumosudil,836,946,207,0.1314
ACH-000997,Belumosudil (mesylate),1449,404,159,0.0939
ACH-000997,Belzutifan,975,534,90,0.0634
ACH-000997,Bendamustine,57,355,32,0.0842
ACH-000997,Benproperine (phosphate),370,740,132,0.135
ACH-000997,Bentamapimod,1820,389,169,0.0828
ACH-000997,Benztropine (mesylate),637,526,103,0.0972
ACH-000997,Berbamine,917,1221,300,0.1632
ACH-000997,Berbamine (dihydrochloride),978,713,191,0.1273
ACH-000997,Berberine (chloride hydrate),278,1469,148,0.0926
ACH-000997,Bergenin,225,1165,111,0.0868
ACH-000997,Bestatin,13,800,12,0.015
ACH-000997,Bestatin (hydrochloride),1082,729,258,0.1661
ACH-000997,Betamethasone dipropionate,98,455,38,0.0738
ACH-000997,Bexarotene,993,1138,318,0.1754
ACH-000997,Bicalutamide,566,705,143,0.1268
ACH-000997,Bimatoprost,445,2245,230,0.0935
ACH-000997,Bimiralisib,2168,1859,560,0.1615
ACH-000997,Binimetinib,3481,3004,1374,0.2688
ACH-000997,Bisoprolol (hemifumarate),187,1099,116,0.0991
ACH-000997,Bortezomib,3658,3793,1797,0.3178
ACH-000997,Bosentan (hydrate),120,1376,92,0.0655
ACH-000997,Brimonidine,416,794,114,0.104
ACH-000997,Brivudine,1692,1219,381,0.1506
ACH-000997,Budesonide,1393,1059,300,0.1394
ACH-000997,Busulfan,514,1288,171,0.1048
ACH-000997,CP21R7,1714,334,125,0.065
ACH-000997,Cabozantinib (S-malate),758,1412,249,0.1296
ACH-000997,Canagliflozin,147,579,68,0.1033
ACH-000997,Canagliflozin (hemihydrate),805,820,172,0.1184
ACH-000997,Capivasertib,1119,419,170,0.1243
ACH-000997,Capmatinib,1411,469,186,0.1098
ACH-000997,Captopril,1076,726,238,0.1522
ACH-000997,Carbamazepine,1097,1548,380,0.1678
ACH-000997,Celecoxib,2198,468,172,0.069
ACH-000997,Cepharanthine,610,1541,294,0.1583
ACH-000997,Chlorhexidine (diacetate),1030,1996,397,0.151
ACH-000997,Ciclopirox,267,1453,102,0.063
ACH-000997,Cilostazol,238,1260,132,0.0966
ACH-000997,Cinacalcet,1013,940,260,0.1536
ACH-000997,Citalopram (hydrobromide),670,597,158,0.1425
ACH-000997,Clobetasol propionate,1138,666,204,0.1275
ACH-000997,Clofarabine,45,658,24,0.0353
ACH-000997,Clonidine (hydrochloride),674,1991,453,0.2048
ACH-000997,Clopidogrel,1689,833,348,0.1601
ACH-000997,Clotrimazole,296,1463,149,0.0925
ACH-000997,Cloxacillin (sodium),402,1031,190,0.1529
ACH-000997,Cobimetinib,96,1493,58,0.0379
ACH-000997,Crizotinib (hydrochloride),1577,2388,706,0.2166
ACH-000997,Cyclosporin A,1703,1697,657,0.2395
ACH-000997,Cysteamine (hydrochloride),195,1252,99,0.0734
ACH-000997,Cytarabine,837,1013,232,0.1434
ACH-000997,Cytarabine (hydrochloride),171,856,98,0.1055
ACH-000997,DT-061,1074,385,134,0.1011
ACH-000997,DTP3,2143,248,87,0.0378
ACH-000997,Dabrafenib,1508,1682,422,0.1525
ACH-000997,Daidzin,912,950,205,0.1237
ACH-000997,Dapagliflozin,621,634,168,0.1546
ACH-000997,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",133,791,53,0.0608
ACH-000997,Darinaparsin,471,2091,241,0.1038
ACH-000997,Darolutamide,1249,1264,423,0.2024
ACH-000997,Decitabine,370,1715,216,0.1156
ACH-000997,Delamanid,1170,1390,467,0.2231
ACH-000997,Demeclocycline,356,1121,158,0.1198
ACH-000997,Dexamethasone,586,642,173,0.164
ACH-000997,Dexmedetomidine,61,871,43,0.0484
ACH-000997,Diammonium Glycyrrhizinate,306,1551,131,0.0759
ACH-000997,Digitoxin,1238,5545,872,0.1475
ACH-000997,Dihydroartemisinin,338,2402,181,0.0707
ACH-000997,Dimethyl fumarate,34,927,26,0.0278
ACH-000997,Dinaciclib,1002,3747,634,0.1541
ACH-000997,Diphenhydramine,728,906,301,0.2258
ACH-000997,Docetaxel,1973,1927,623,0.1901
ACH-000997,Docetaxel (Trihydrate),33,1442,24,0.0165
ACH-000997,Dorzolamide (hydrochloride),89,1049,66,0.0616
ACH-000997,Doxorubicin (hydrochloride),138,1528,87,0.0551
ACH-000997,Doxycycline (monohydrate),101,569,51,0.0824
ACH-000997,Drospirenone,1540,1856,553,0.1945
ACH-000997,ERK5-IN-2,2194,1461,492,0.1555
ACH-000997,ETC-206,1341,352,148,0.0958
ACH-000997,EX229,2856,1024,510,0.1513
ACH-000997,Econazole,1221,507,183,0.1184
ACH-000997,Elagolix sodium,521,1921,250,0.1141
ACH-000997,Elimusertib hydrochloride,2169,1498,565,0.1821
ACH-000997,Encorafenib,4869,1402,47,0.0076
ACH-000997,Entecavir (monohydrate),21,566,15,0.0262
ACH-000997,Entrectinib,974,1352,267,0.1297
ACH-000997,Epirubicin (hydrochloride),36,1369,22,0.0159
ACH-000997,Eplerenone,47,460,33,0.0696
ACH-000997,Erdafitinib ,3087,329,19,0.0056
ACH-000997,Erlotinib,417,930,184,0.1582
ACH-000997,Erythromycin,422,895,110,0.0911
ACH-000997,Esmolol (hydrochloride),645,1047,185,0.1228
ACH-000997,Estrone sulfate (potassium),1324,1343,342,0.1471
ACH-000997,Everolimus,994,396,135,0.1076
ACH-000997,Fedratinib (hydrochloride hydrate),1129,1500,370,0.1638
ACH-000997,Fenofibrate,532,348,118,0.1549
ACH-000997,Ferulic acid,165,1069,103,0.0911
ACH-000997,Filgotinib,487,1395,210,0.1256
ACH-000997,Finasteride,66,560,40,0.0683
ACH-000997,Fingolimod (hydrochloride),533,1134,179,0.1203
ACH-000997,Flumatinib (mesylate),912,1222,315,0.1732
ACH-000997,Flutamide,807,1389,226,0.1147
ACH-000997,Fluvoxamine,108,1197,73,0.0593
ACH-000997,Fluvoxamine (maleate),328,1874,206,0.1032
ACH-000997,Folic acid,325,1018,186,0.1608
ACH-000997,Fulvestrant,1335,789,245,0.1304
ACH-000997,Fumaric acid,1204,1785,415,0.1612
ACH-000997,Furosemide,169,1011,75,0.0679
ACH-000997,Fusidic acid,301,1226,158,0.1154
ACH-000997,Futibatinib,1874,532,223,0.1022
ACH-000997,GSK1059615,1865,1271,381,0.1383
ACH-000997,Gallic acid,464,1251,228,0.1533
ACH-000997,Gallic acid (hydrate),522,1653,187,0.0941
ACH-000997,Gefitinib,525,704,110,0.0983
ACH-000997,Gemcitabine,1240,432,207,0.1413
ACH-000997,Gemfibrozil,299,1504,151,0.0914
ACH-000997,Glycyrrhizic acid,191,545,61,0.0904
ACH-000997,Goserelin (acetate),517,1808,312,0.155
ACH-000997,HI-TOPK-032,2924,847,366,0.1075
ACH-000997,Harringtonine,291,6092,238,0.0387
ACH-000997,Hesperidin,148,549,73,0.117
ACH-000997,Hexylresorcinol,343,1645,202,0.1131
ACH-000997,Homoharringtonine,6356,9450,5092,0.4753
ACH-000997,Hydroxyfasudil,2263,445,91,0.0348
ACH-000997,Hydroxyurea,47,552,24,0.0417
ACH-000997,IQ 1,1461,649,213,0.1123
ACH-000997,Idarubicin (hydrochloride),4899,9795,4081,0.3845
ACH-000997,Idoxuridine,1205,971,357,0.1963
ACH-000997,Imiquimod (hydrochloride),978,1290,241,0.1189
ACH-000997,Imiquimod (maleate),58,439,25,0.053
ACH-000997,Indacaterol (maleate),1655,509,209,0.1069
ACH-000997,Infigratinib,1281,984,305,0.1556
ACH-000997,Ipatasertib,1526,452,174,0.0965
ACH-000997,Irinotecan,1143,498,204,0.142
ACH-000997,Irinotecan (hydrochloride),2028,900,303,0.1154
ACH-000997,Isocorydine,497,1095,184,0.1307
ACH-000997,Ivermectin,557,684,146,0.1333
ACH-000997,Ixazomib,989,610,248,0.1836
ACH-000997,Ixazomib citrate,782,7233,577,0.0776
ACH-000997,L-Eflornithine (monohydrochloride),1152,972,274,0.1481
ACH-000997,L-Thyroxine (sodium salt pentahydrate),463,1175,152,0.1023
ACH-000997,LB-100,1130,228,80,0.0626
ACH-000997,LJI308,2017,683,332,0.1402
ACH-000997,LY-2584702 (tosylate salt),1842,465,199,0.0944
ACH-000997,LY2090314,701,380,104,0.1064
ACH-000997,Lactate (calcium),959,1651,313,0.1363
ACH-000997,Lapatinib ditosylate,1161,436,149,0.1029
ACH-000997,Larotrectinib,451,1723,191,0.0963
ACH-000997,Lenalidomide (hemihydrate),169,1314,70,0.0495
ACH-000997,Levobupivacaine (hydrochloride),156,541,86,0.1408
ACH-000997,Lidocaine (hydrochloride),834,1872,332,0.1398
ACH-000997,Ligustrazine,81,606,52,0.0819
ACH-000997,Lipoic acid,290,984,145,0.1284
ACH-000997,Lonafarnib,865,588,143,0.1092
ACH-000997,Loperamide (hydrochloride),1126,975,259,0.1406
ACH-000997,Lopinavir,991,1394,444,0.2287
ACH-000997,Lucanthone,1188,822,322,0.1908
ACH-000997,Lumateperone (tosylate),268,1235,137,0.1003
ACH-000997,MK-3903,1645,942,270,0.1165
ACH-000997,MK-8353,1104,387,146,0.1086
ACH-000997,ML264,1789,691,249,0.1116
ACH-000997,Macitentan,33,301,14,0.0438
ACH-000997,Malotilate,2086,2317,932,0.2685
ACH-000997,Mebendazole,100,1484,75,0.0497
ACH-000997,Medroxyprogesterone acetate,391,1734,155,0.0787
ACH-000997,Megestrol,324,1424,130,0.0803
ACH-000997,Meloxicam,975,685,205,0.1409
ACH-000997,Menadione,90,573,51,0.0833
ACH-000997,Methotrexate,708,1184,231,0.1391
ACH-000997,Methyl aminolevulinate (hydrochloride),1074,1035,324,0.1815
ACH-000997,Methylprednisolone succinate,2483,62,22,0.0087
ACH-000997,Methylthiouracil,478,916,160,0.1297
ACH-000997,Mifepristone,91,973,65,0.0651
ACH-000997,Minodronic acid,1294,671,252,0.1471
ACH-000997,Mitoxantrone (dihydrochloride),651,3589,406,0.1059
ACH-000997,Monocrotaline,81,562,46,0.0771
ACH-000997,Mozavaptan,87,644,48,0.0703
ACH-000997,NG25,639,804,180,0.1425
ACH-000997,NVP-BHG712,2240,775,289,0.106
ACH-000997,Nafamostat (mesylate),1249,784,183,0.0989
ACH-000997,Naproxen,431,494,111,0.1364
ACH-000997,Neratinib,532,1323,191,0.1148
ACH-000997,Neratinib (maleate),545,4194,385,0.0884
ACH-000997,Nevirapine,95,693,54,0.0736
ACH-000997,Niclosamide (olamine),103,3315,88,0.0264
ACH-000997,Norepinephrine (hydrochloride),309,1272,121,0.0829
ACH-000997,OTS514,810,648,157,0.1207
ACH-000997,Olanzapine,405,1912,224,0.107
ACH-000997,Oleic acid,1126,362,150,0.1121
ACH-000997,Omeprazole,535,1050,208,0.1511
ACH-000997,Omeprazole (sodium),868,933,184,0.1138
ACH-000997,Orlistat,63,698,43,0.0599
ACH-000997,Osimertinib (mesylate),706,1387,263,0.1437
ACH-000997,Ouabain (Octahydrate),1633,7572,1283,0.162
ACH-000997,Oxaliplatin,1657,1155,482,0.2069
ACH-000997,Oxaprozin,1425,1050,288,0.1317
ACH-000997,PF-06260933,1627,541,186,0.0938
ACH-000997,PH-797804,1447,897,215,0.101
ACH-000997,Paclitaxel,1230,1775,324,0.1209
ACH-000997,Palmatine (chloride),444,1157,139,0.0951
ACH-000997,Panobinostat,4552,10014,3833,0.3571
ACH-000997,Pasireotide (acetate),368,1701,180,0.0953
ACH-000997,Pemetrexed,129,1008,85,0.0808
ACH-000997,Pemigatinib,437,404,42,0.0526
ACH-000997,Penfluridol,89,625,46,0.0689
ACH-000997,Pentagastrin,518,2004,314,0.1422
ACH-000997,Pentamidine (isethionate),694,1613,254,0.1237
ACH-000997,Pentoxifylline,1500,2160,634,0.2095
ACH-000997,Peretinoin,158,1799,135,0.0741
ACH-000997,Perindopril (erbumine),303,386,80,0.1314
ACH-000997,Pexidartinib (hydrochloride),242,601,120,0.166
ACH-000997,Phenylephrine (hydrochloride),1127,845,262,0.1532
ACH-000997,Phenytoin (sodium),87,640,50,0.0739
ACH-000997,Pimitespib,1719,271,144,0.078
ACH-000997,Pimozide,736,1336,230,0.1249
ACH-000997,Pioglitazone,1100,1105,367,0.1997
ACH-000997,Piroxicam,1867,1117,493,0.1979
ACH-000997,Pitavastatin (Calcium),173,1858,114,0.0595
ACH-000997,Ponatinib,707,3424,333,0.0877
ACH-000997,Posaconazole,52,983,41,0.0412
ACH-000997,Pralsetinib,1489,945,316,0.1492
ACH-000997,Pravastatin (sodium),1023,1057,285,0.1588
ACH-000997,Procainamide (hydrochloride),49,230,28,0.1116
ACH-000997,Proglumide,501,535,116,0.1261
ACH-000997,Pyridoxine,322,1975,155,0.0724
ACH-000997,Pyridoxine (hydrochloride),799,879,304,0.2213
ACH-000997,Quinestrol,436,1447,242,0.1475
ACH-000997,Quinidine (15% dihydroquinidine),147,800,100,0.1181
ACH-000997,RMC-6236,1753,2239,602,0.1776
ACH-000997,Radotinib,409,1349,184,0.1169
ACH-000997,Ralimetinib dimesylate,2114,173,76,0.0344
ACH-000997,Raltitrexed,363,1926,220,0.1063
ACH-000997,Ranolazine,414,590,101,0.1118
ACH-000997,Rapamycin,609,2683,346,0.1174
ACH-000997,Regorafenib,1632,374,185,0.1016
ACH-000997,Relugolix,329,1050,194,0.1637
ACH-000997,Resveratrol,408,1725,177,0.0905
ACH-000997,Retinoic acid,439,1456,187,0.1095
ACH-000997,Rifaximin,18,292,16,0.0544
ACH-000997,Riluzole hydrochloride,854,2722,498,0.1618
ACH-000997,Rimonabant,449,1465,249,0.1495
ACH-000997,Ritonavir,254,1509,115,0.0698
ACH-000997,Ropivacaine (hydrochloride monohydrate),396,1480,198,0.118
ACH-000997,Rosiglitazone,53,486,36,0.0716
ACH-000997,Roxadustat,150,1424,108,0.0737
ACH-000997,Rucaparib (phosphate),76,441,41,0.0861
ACH-000997,Rutin (trihydrate),691,814,244,0.1935
ACH-000997,S-Adenosyl-L-methionine (disulfate tosylate),594,1816,340,0.1643
ACH-000997,SBI-0640756,401,487,26,0.0302
ACH-000997,Sacubitril/Valsartan,177,1512,131,0.0841
ACH-000997,Salicylic acid,482,1867,247,0.1175
ACH-000997,Sapanisertib,2857,1906,686,0.1683
ACH-000997,Saquinavir,317,1468,114,0.0682
ACH-000997,Selinexor ,1674,4235,1114,0.2323
ACH-000997,Sildenafil,40,859,26,0.0298
ACH-000997,Silodosin,55,219,28,0.1138
ACH-000997,Simotinib,53,195,20,0.0877
ACH-000997,Sinomenine,335,1134,157,0.1197
ACH-000997,Sivelestat (sodium tetrahydrate),132,1781,84,0.0459
ACH-000997,Sodium Salicylate,422,2129,233,0.1005
ACH-000997,Sonidegib,2636,333,95,0.0331
ACH-000997,Sulfatinib,40,347,25,0.0691
ACH-000997,Sulfisoxazole,909,1803,308,0.1281
ACH-000997,Sunitinib,1339,1831,503,0.1886
ACH-000997,TAK-733,1082,1642,350,0.1474
ACH-000997,TAK-901,2436,4792,1170,0.1931
ACH-000997,Tadalafil,36,1051,30,0.0284
ACH-000997,Talc,954,454,134,0.1052
ACH-000997,Tazarotene,1359,1282,413,0.1854
ACH-000997,Temsirolimus,599,1611,225,0.1134
ACH-000997,Temuterkib,2387,650,242,0.0866
ACH-000997,Terfenadine,1247,1535,344,0.1411
ACH-000997,Tetracycline (hydrochloride),41,787,32,0.0402
ACH-000997,Thymol,473,1058,127,0.0905
ACH-000997,Thymopentin,75,861,47,0.0529
ACH-000997,Tirabrutinib,868,1127,361,0.2209
ACH-000997,Tirabrutinib (hydrochloride),1628,1272,388,0.1545
ACH-000997,Tofacitinib,376,1777,151,0.0754
ACH-000997,Tofacitinib (citrate),354,1755,188,0.0979
ACH-000997,Tolcapone,294,1913,173,0.0851
ACH-000997,Tolmetin,60,580,44,0.0738
ACH-000997,Tomivosertib,1992,501,222,0.0978
ACH-000997,Topotecan (hydrochloride),981,4474,573,0.1174
ACH-000997,Torkinib,1837,632,238,0.1067
ACH-000997,Trametinib,3796,3626,1680,0.2926
ACH-000997,Trametinib (DMSO_TF solvate),1427,1827,639,0.2444
ACH-000997,Tranilast,38,561,29,0.0509
