gene,n_pairs,r
ZMYND12,1285,0.0846
CD5,1157,0.0845
SOX10,1425,0.0845
VAV3-AS1,311,0.0845
CCDC102A,1520,0.0845
CD5L,1322,0.0844
CHRNA1,1003,0.0844
RARA-AS1,1256,0.0844
GLDC,1492,0.0844
FES,1436,0.0844
PPEF1,1512,0.0844
CD8B2,765,0.0843
NADSYN1,1583,0.0843
TPGS1,1523,0.0843
MACROD1,1554,0.0843
PBRM1,1599,0.0843
CD164L2,677,0.0843
SEC11C,1572,0.0843
ZNF358,1523,0.0843
CHRNA6,874,0.0843
FGFR1,1594,0.0842
GSTM5,1376,0.0842
SMPDL3B,1404,0.0842
GPR132,1384,0.0842
GPR15,1007,0.0842
SH2D5,1374,0.0842
AP2S1,1574,0.0842
MMEL1,1223,0.0841
CNBD2,1531,0.0841
IZUMO2,610,0.0841
TTPA,1280,0.0841
NRDE2,1578,0.0841
FAM177B,1497,0.0841
CCDC158,953,0.0841
NUDT9,1569,0.0841
IL4I1,1549,0.0841
CD300LB,275,0.084
PNPLA4,1435,0.084
RAB42,1015,0.084
SMARCD3,1540,0.084
TMEM185B,1535,0.084
TSPAN16,1472,0.0839
OAT,1581,0.0839
MVB12A,1570,0.0839
TMEM88B,929,0.0839
REC114,1471,0.0839
ALDH1L1,1401,0.0839
LGALS2,1300,0.0839
SIVA1,1554,0.0839
BEX2,1424,0.0838
WNT6,1037,0.0838
LGI4,1371,0.0837
MAPKAPK5,1572,0.0837
LCE3E,82,0.0837
CTDSPL,1592,0.0837
ARHGEF33,1449,0.0837
ABCG2,1444,0.0837
PROSER2-AS1,1474,0.0837
LENG8-AS1,1538,0.0836
MRGPRX2,162,0.0836
SBK1,1518,0.0836
TGM1,1421,0.0836
BEX1,966,0.0836
LCMT2,1419,0.0835
SEMA3B-AS1,339,0.0835
SCN4B,1326,0.0835
SRRM2-AS1,1486,0.0835
TACR2,1221,0.0835
C3AR1,843,0.0835
PTGES3L,1439,0.0835
PTCD1,1560,0.0835
EPB42,984,0.0835
YIF1A,1555,0.0834
GSTM3,1533,0.0834
PRSS1,493,0.0834
ATP6V1D,1593,0.0834
HTR3A,242,0.0834
TNNI1,856,0.0833
OLFM3,1337,0.0833
MXRA8,1406,0.0833
HAPLN3,1534,0.0833
NEIL1,1471,0.0833
MNX1,1538,0.0833
FANCE,1528,0.0833
BARX1,1070,0.0833
GDF5,1419,0.0833
SEC14L5,1358,0.0833
TPRKB,1555,0.0832
CTAGE9,885,0.0832
OR8A1,547,0.0832
SRPX,1548,0.0832
TTC21B-AS1,1376,0.0832
SYCE1L,1522,0.0832
CETN2,1558,0.0832
TIPARP-AS1,1302,0.0832
NPR2,1510,0.0832
TLN1,1598,0.0832
CCL5,1576,0.0832
ANOS1,1368,0.0831
SLC2A6,1522,0.0831
ADNP-AS1,1518,0.083
SH2D6,1104,0.083
EMCN,1361,0.083
RP1L1,1313,0.083
FGD3,1437,0.0829
JRKL-AS1,525,0.0829
NPTXR,1519,0.0829
DDB1,1598,0.0829
IL6,1575,0.0829
FRG2C,134,0.0829
ECHDC3,1270,0.0829
RUSC1,1545,0.0829
SLC35B2,1542,0.0829
ARHGEF15,399,0.0829
DHRS12,1532,0.0828
FCN3,967,0.0828
ZNF30,1521,0.0828
SPTA1,781,0.0828
PYCR3,1476,0.0828
TSHR,1401,0.0828
SEMA5B,1281,0.0828
DQX1,1339,0.0828
CYP2J2,1393,0.0828
KRT27,124,0.0827
ADGRG6,1595,0.0827
SYT11,1505,0.0827
INO80C,1549,0.0827
SFTPB,733,0.0827
RHEBL1,1531,0.0826
SLC6A11,1266,0.0826
AANAT,1323,0.0826
GRIN1,1190,0.0826
TCL6,599,0.0826
CDH23,1498,0.0826
HPSE,1492,0.0826
LRRC46,1037,0.0825
GNB2,1578,0.0825
DPYSL5,1424,0.0825
TMEM59L,1368,0.0825
ST20-AS1,1241,0.0825
SMG7-AS1,1257,0.0824
SLC6A1-AS1,155,0.0824
FGF17,811,0.0824
NPR1,772,0.0824
EPHX3,1511,0.0824
ADAMTS8,630,0.0824
RAD51C,1550,0.0824
KCNJ13,1454,0.0823
CDKL1,1588,0.0823
ALKBH2,1530,0.0823
MINDY1,1530,0.0823
AGL,1574,0.0822
FRZB,1523,0.0822
RXRG,591,0.0822
TMEM100,927,0.0822
IQANK1,1545,0.0822
RIDA,1546,0.0822
AGXT2,827,0.0822
FBXL16,1529,0.0822
GLP1R,336,0.0821
F11-AS1,1487,0.0821
YDJC,1530,0.0821
CHCHD10,1556,0.0821
ZBED8,1518,0.0821
SMPD4,1580,0.0821
ORAI2,1572,0.0821
TNFSF13,1324,0.082
EXTL3,1580,0.082
ZNF480,1576,0.082
POLR2K,1547,0.082
NALT1,1016,0.082
EDEM2,1559,0.082
PCBD1,1546,0.082
ODF3L1,374,0.082
RIBC1,1372,0.082
NECTIN4,1526,0.0819
MRPL12,1528,0.0819
PLEKHN1,1539,0.0819
PITX1,1528,0.0819
FAM163A,886,0.0819
PSMG3-AS1,1530,0.0819
SLC6A19,61,0.0819
BSND,378,0.0818
ATP6V0A2,1577,0.0818
LIFR-AS1,1413,0.0818
NICN1,1488,0.0818
SCAMP1-AS1,1524,0.0818
ESPNL,1277,0.0817
STARD5,1473,0.0817
EDEM1,1584,0.0817
OSTN,907,0.0817
PCDHB2,1335,0.0817
TRIM45,1463,0.0817
MPL,1082,0.0816
PLG,804,0.0816
ZNF501,1307,0.0816
MRPS21,1576,0.0816
TEN1,1541,0.0816
FBXO24,1460,0.0816
PGM5P4-AS1,341,0.0816
OVCH1-AS1,1365,0.0815
GABRR1,968,0.0815
SLC24A5,1424,0.0815
ZNF888,1533,0.0815
ABT1,1535,0.0815
ITGAL,1337,0.0814
MOCS3,1511,0.0814
HPSE2,1489,0.0814
FRAT2,1496,0.0814
EMX1,868,0.0813
APOA1,1316,0.0813
ZNF488,1137,0.0813
MICALL1,1570,0.0813
COA5,1555,0.0813
SEMA3F,1523,0.0812
F13A1,1252,0.0812
ZNF304,1515,0.0812
RPUSD1,1495,0.0812
FMOD,374,0.0812
PROX1-AS1,1527,0.0812
SLC17A9,1446,0.0811
CCDC175,1350,0.0811
ANXA9,1305,0.0811
CENPW,1540,0.0811
SRGAP2-AS1,1389,0.0811
LY6G5B,1504,0.081
ERCC2,1554,0.081
APCDD1,1430,0.081
FAM83C-AS1,155,0.081
MAJIN,1342,0.081
TP53RK,1541,0.081
RBM38,1556,0.0809
A1CF,1410,0.0809
NDST3,1360,0.0809
CCDC74B,1164,0.0809
LYSMD1,1537,0.0809
FRMPD3,1417,0.0808
RASAL1,1467,0.0808
GATA4,1467,0.0808
ATP1B3-AS1,1145,0.0808
EEF1AKMT1,1550,0.0808
HYAL1,1490,0.0808
KCNQ4,1466,0.0808
ERG,1443,0.0807
ZNF709,978,0.0807
BRDT,1243,0.0807
NFIX,1585,0.0807
BCAN,1378,0.0807
PSG11,677,0.0806
SMIM9,683,0.0806
ZNF561-AS1,1549,0.0805
IFT81,1587,0.0805
FAM66B,983,0.0804
NXPH2,1032,0.0804
NGRN,1571,0.0804
HMMR-AS1,1405,0.0804
POLB,1573,0.0804
DOK4,1544,0.0804
P3H2-AS1,1395,0.0804
BTBD18,1423,0.0804
TEX33,179,0.0804
ERICH5,1208,0.0803
SH2D1B,953,0.0803
ZDHHC1,1529,0.0802
SHISA3,729,0.0802
ANKRD2,1358,0.0802
ABHD14A,1483,0.0802
ATP11A-AS1,1230,0.0801
GRIN3B,1383,0.0801
BEST3,1246,0.0801
ADGRL3,1557,0.0801
EAF1-AS1,1505,0.0801
SORD,1541,0.08
JAML,1001,0.08
TAC4,1340,0.08
STPG1,1545,0.0799
LGALS4,1537,0.0799
INCA1,1330,0.0799
SLIT1,1519,0.0799
SULT1A4,878,0.0799
SMIM1,1116,0.0798
RTL1,1110,0.0798
WDR5B,1494,0.0798
ARHGEF3-AS1,1257,0.0798
ITGAE,1556,0.0798
PRRT3,1504,0.0797
ANKRD7,1540,0.0797
MCOLN1,1527,0.0797
TMIGD3,1065,0.0797
HIPK4,1372,0.0796
TAF1A-AS1,1378,0.0796
NUDT8,1444,0.0796
SPATA32,1482,0.0796
PLCXD3,1340,0.0796
CNN1,1194,0.0795
TECRL,668,0.0795
BRCA1,1585,0.0795
NAALADL1,978,0.0795
KCTD14,1486,0.0795
FER1L6-AS2,1379,0.0795
SLC1A6,1102,0.0795
TMEM171,1416,0.0795
MROH2B,646,0.0795
GSTM2,1502,0.0795
RAB26,1423,0.0794
MFF,1597,0.0794
TTR,1089,0.0794
MCMDC2,1442,0.0794
GP1BB,978,0.0794
SULT4A1,1173,0.0794
ROM1,1282,0.0793
KRBA1,1399,0.0793
FUT6,1111,0.0793
LAYN,1428,0.0793
ELAVL4,1276,0.0793
PITHD1,1569,0.0793
LGMN,1590,0.0793
MSRB1,1515,0.0792
BCS1L,1517,0.0792
CHST1,916,0.0792
PDIA2,852,0.0792
CELF2-AS1,218,0.0792
LPXN,1560,0.0791
GK5,1587,0.0791
WDR81,1544,0.079
HOXA11-AS,1300,0.079
NUAK2,1548,0.079
HECA,1575,0.079
PEX11B,1539,0.079
NCBP2-AS1,1424,0.0789
BTK,1126,0.0789
ZNF808,1559,0.0789
SERPINB11,1421,0.0789
NTRK3,1423,0.0789
RMST,1467,0.0788
SLC30A4,1550,0.0788
MBNL1-AS1,1372,0.0788
ZNF610,1470,0.0787
FAM133A,1320,0.0787
TBXA2R,1266,0.0787
CELA3B,1122,0.0787
GSN-AS1,987,0.0787
PHB2,1571,0.0787
CRYGB,56,0.0787
SMIM2-AS1,1555,0.0787
KCNJ3,1294,0.0786
PROM2,1349,0.0786
UBN1,1592,0.0786
SPIB,670,0.0786
SPATA13-AS1,560,0.0786
RING1,1552,0.0786
CPB2,1015,0.0786
ABCG8,940,0.0785
LRRC9,1266,0.0785
CIAO1,1579,0.0785
EVC2,1434,0.0785
IGBP1-AS2,200,0.0785
NOX5,1095,0.0785
SPARCL1,1355,0.0784
ADAMTS20,1375,0.0784
LMAN1L,1254,0.0784
PTGR1,1592,0.0784
KCTD3,1596,0.0784
NUTM2F,145,0.0784
LEFTY1,1309,0.0784
ACOT9,1579,0.0784
FAM166A,1104,0.0784
TRIM71,1258,0.0783
NPFF,1200,0.0783
HCG25,1495,0.0783
TINF2,1539,0.0783
ITPKB,1538,0.0783
DBNDD2,1539,0.0783
ATP1A3,1465,0.0782
ZNF500,1539,0.0782
GCHFR,1464,0.0782
SSH3,1539,0.0782
THEG,779,0.0782
GABRA4,331,0.0782
PCDHB15,1032,0.0782
MRPL21,1569,0.0781
LIM2,272,0.0781
ACSF3,1562,0.0781
SEC61B,1592,0.078
HPF1,1555,0.078
P2RX1,988,0.0779
MUC12,1438,0.0779
GBX1,1425,0.0779
BEND2,918,0.0779
TRIM55,1368,0.0779
SHISA6,1343,0.0779
MAD2L2,1542,0.0779
FFAR4,1162,0.0779
KHK,1405,0.0778
POLR2G,1543,0.0778
CCDC59,1590,0.0778
HMCES,1565,0.0778
SERINC4,1450,0.0778
SLC34A1,585,0.0778
DNAJC15,1588,0.0778
TYRO3,1544,0.0777
GPR34,1095,0.0777
CHRNA2,216,0.0777
TDRD10,1128,0.0777
AKR1C4,581,0.0777
GEMIN6,1537,0.0776
DNAJC5B,1013,0.0776
ZSCAN12,1507,0.0776
JAK3,1493,0.0776
GAST,805,0.0776
TRMT10A,1539,0.0776
TAL2,579,0.0776
LRFN3,1537,0.0775
ART5,740,0.0775
BICRA-AS1,1378,0.0775
RASSF1-AS1,813,0.0775
ADCY1,1549,0.0775
CCDC163,1440,0.0775
OMD,1265,0.0774
CLEC3A,866,0.0774
PLD5,1481,0.0774
SGCG,1378,0.0774
PSMD6-AS1,1515,0.0774
PTGER1,1042,0.0774
NUDT12,1548,0.0773
ROR1-AS1,1487,0.0773
SERPINA9,565,0.0773
RSPO2,1363,0.0773
LOH12CR2,1152,0.0772
ZNF396,1409,0.0772
PRC1-AS1,1545,0.0772
NXPE1,920,0.0772
CD300A,977,0.0772
DGKQ,1517,0.0771
DENND5B,1600,0.0771
SNN,1504,0.0771
OR2V2,203,0.0771
GRIA3,1464,0.0771
CCDC188,364,0.0771
LRRIQ4,1137,0.077
ZNF316,1562,0.077
MKX-AS1,486,0.077
SEMA6D,1492,0.077
ZNF35,1542,0.077
DLL4,1371,0.077
PLCZ1,889,0.0769
SULT1A2,1116,0.0769
SAG,1395,0.0769
TMEM37,996,0.0769
MSS51,1527,0.0769
TMEM151B,1358,0.0769
ACSM1,1145,0.0769
ZNHIT3,1553,0.0769
SLC39A8,1587,0.0768
CADM2-AS1,639,0.0768
KCNJ8,698,0.0768
ZNF66,1515,0.0768
PAN3-AS1,1303,0.0767
CYP7B1,1252,0.0767
CEBPB-AS1,1415,0.0767
ELOB,1568,0.0766
TMEM63C,1539,0.0766
F5,1366,0.0766
OR10H1,717,0.0765
PLGLB1,1143,0.0765
VPREB3,366,0.0765
CHCHD7,1581,0.0765
PI16,882,0.0765
HDAC11,1545,0.0764
CYYR1,846,0.0764
CNGA3,450,0.0764
FGF19,1250,0.0764
NNAT,1261,0.0764
CLIC6,923,0.0763
TMEM69,1549,0.0763
SOWAHB,960,0.0763
TTC3-AS1,1410,0.0763
PCAT4,562,0.0763
NAA11,1444,0.0762
LPAR4,412,0.0762
PKD2L1,1076,0.0762
HMBS,1521,0.0762
FAM131A,1556,0.0761
CNR1,762,0.0761
CLPSL2,240,0.0761
KCNJ15,1299,0.0761
ASCL2,1061,0.076
PLCL2-AS1,61,0.076
KLRG2,1369,0.076
MGAT4D,768,0.076
ZDHHC16,1548,0.076
PBLD,1535,0.076
GPR78,905,0.076
PLCD1,1534,0.076
TIMD4,1181,0.076
JUND,1573,0.0759
LTV1,1571,0.0759
SMIM24,1054,0.0759
FBXW12,1264,0.0759
PLEKHD1,1445,0.0758
MPC2,1557,0.0758
PM20D1,1122,0.0758
KLK13,253,0.0758
SEC14L1,1595,0.0758
ARIH2OS,1368,0.0758
RFXANK,1541,0.0758
THEM5,301,0.0758
TBX2-AS1,1310,0.0758
KIZ-AS1,1536,0.0757
ALG12,1541,0.0757
EIF1B,1565,0.0756
NDUFA4L2,1489,0.0756
IGSF6,1361,0.0756
VSTM1,985,0.0755
ACOT4,975,0.0755
MRPS16,1565,0.0755
SIGLECL1,447,0.0755
NDUFB2,1573,0.0755
ADPRH,1013,0.0754
SPATA1,1533,0.0754
MYH6,253,0.0754
PCAT6,1326,0.0754
GAS5-AS1,1212,0.0754
SVOPL,1383,0.0754
BPIFB1,707,0.0753
CCL15,778,0.0753
LCE3D,122,0.0753
P3H1,1563,0.0753
DCDC2B,1389,0.0752
MS4A15,329,0.0752
DENND6B,1543,0.0752
DGUOK-AS1,1501,0.0752
LETM2,1538,0.0752
HIGD1B,1050,0.0751
PSMD9,1573,0.0751
GPX7,736,0.0751
ZNF649,1463,0.075
GPNMB,1550,0.075
RTN4R,1438,0.075
EIF2AK1,1596,0.075
FOXG1,1221,0.075
B4GALT4-AS1,1426,0.075
SV2B,1282,0.075
TMEM74B,1459,0.0749
HLA-DRA,1367,0.0749
ABHD16B,25,0.0749
IFITM3,1590,0.0748
MCM8-AS1,1362,0.0748
GJC3,382,0.0748
MYO1G,1175,0.0748
GAR1,1569,0.0748
ATP11C,1597,0.0747
NXT1,1543,0.0747
EIF2AK4,1582,0.0747
CISH,1414,0.0747
PRG2,718,0.0746
ZXDA,1473,0.0746
NAP1L4,1599,0.0746
ADAM29,1030,0.0746
GPR35,1435,0.0745
IGF2BP2-AS1,1499,0.0745
CYP8B1,416,0.0745
MYO15A,1496,0.0745
TMCO6,1509,0.0745
ZKSCAN3,1511,0.0745
PPT2,1534,0.0745
GAS2L2,367,0.0745
TMEM86B,1419,0.0744
ZMYND15,1246,0.0744
GYPE,676,0.0744
CLEC17A,950,0.0744
HERC2,1595,0.0744
CNPY2,1566,0.0744
IL32,1578,0.0744
SPAG5-AS1,1538,0.0744
ZRANB2,1600,0.0743
MAFA,1328,0.0743
SHOX,494,0.0743
ITK,1262,0.0743
PNOC,983,0.0742
ZNF296,1305,0.0742
ABHD13,1559,0.0741
SYNE4,1348,0.0741
SLC38A8,1461,0.0741
NUDT6,1529,0.0741
PRKG1-AS1,1482,0.074
CLEC4C,854,0.074
MTMR1,1592,0.074
VMO1,698,0.0739
GPR63,1494,0.0739
UQCRFS1,1562,0.0739
PRPF19,1561,0.0738
ZNF79,1542,0.0738
LUADT1,188,0.0738
TNFRSF10A-AS1,1014,0.0737
ST8SIA4,1492,0.0737
TRIM58,1252,0.0737
FGA,1380,0.0737
ECT2L,1543,0.0737
FAM131C,1365,0.0736
SLC39A5,924,0.0736
DBNDD1,1504,0.0736
IFIT1B,468,0.0736
PSG3,447,0.0735
GCG,1213,0.0735
SMDT1,1542,0.0735
NDUFAF1,1547,0.0735
HCST,949,0.0735
CLUL1,1316,0.0734
HDAC11-AS1,1016,0.0734
LRRC39,1532,0.0733
ASH1L-AS1,574,0.0733
TUBA4B,980,0.0733
CREB3L4,1522,0.0733
RPA3,1555,0.0733
PCDHGA1,1359,0.0733
DHRS7C,347,0.0732
PLPPR3,1422,0.0732
TNFSF8,1073,0.0732
FAM86B2,1159,0.0732
DTHD1,590,0.073
TMEM44-AS1,1511,0.073
TEK,1452,0.073
TMEM266,1508,0.0729
FBLN5,1388,0.0729
AP1S1,1571,0.0729
VENTX,226,0.0728
OPRK1,275,0.0728
APOA1-AS,1425,0.0728
DHRS13,1530,0.0727
DRD3,1183,0.0727
COX7B2,1335,0.0727
DAAM2,1418,0.0727
EFNB3,1232,0.0727
RASL10A,1242,0.0726
NUDT16L1,1516,0.0726
CHRDL1,1229,0.0726
HOXA2,1293,0.0725
GAREM2,1370,0.0725
TKTL1,719,0.0725
PTN,1498,0.0725
INTS9-AS1,590,0.0725
B3GNT6,1235,0.0725
SLC30A8,1364,0.0725
GNG5,1580,0.0724
KIR3DL2,142,0.0724
TCF24,992,0.0724
ANKDD1A,1553,0.0724
SPON1-AS1,1527,0.0724
ZNF564,1525,0.0723
STK36,1541,0.0723
TTC36,1489,0.0723
LRRTM3,1382,0.0723
GSK3A,1557,0.0722
GLYCTK,1452,0.0722
CD38,1307,0.0722
FER1L6-AS1,1066,0.0722
SLC25A30,1544,0.0722
CASQ1,372,0.0722
GUCA1C,572,0.0722
SAT2,1561,0.0721
KDM5D,1524,0.0721
ZNF676,754,0.0721
LRRC3B,644,0.0721
CD79A,922,0.0721
FLRT1,1489,0.0721
GYPB,252,0.0721
FCGR2B,138,0.072
CASK-AS1,395,0.072
RSPH10B2,1352,0.072
LMO3,1281,0.0719
SCCPDH,1577,0.0719
GUCY2C,1316,0.0719
BSCL2,1573,0.0719
GABRG1,782,0.0718
GOLGA8N,1458,0.0718
ACAA1,1552,0.0718
SPINT1-AS1,1296,0.0718
RBM26-AS1,1515,0.0717
MATN4,1307,0.0717
ALG1L2,1362,0.0717
NUDT11,1311,0.0717
MS4A12,219,0.0717
MKX,1483,0.0717
POMGNT2,1538,0.0716
KCNE3,1176,0.0716
MMAA,1519,0.0716
PSG7,508,0.0715
EPS8L2,1569,0.0715
PCA3,1432,0.0715
ZNF12,1587,0.0715
TEX2,1574,0.0715
SLC44A4,1415,0.0715
ZFAS1,1599,0.0715
PPP1R3A,1261,0.0715
ODF3L2,1019,0.0714
CARD16,1353,0.0714
TIGD6,1510,0.0714
RHOV,1527,0.0714
ACTN3,1335,0.0714
CD28,525,0.0713
LHX2,1396,0.0713
FAM162B,365,0.0713
SLC10A6,1290,0.0713
PPP1R27,1109,0.0713
ERG28,1550,0.0713
PRB3,290,0.0712
NOX4,1363,0.0712
MDFIC2,1090,0.0712
ESRRA,1569,0.0712
SKOR1,1377,0.0712
MDM2,1598,0.0712
CNTFR,1325,0.0712
AP4B1-AS1,1384,0.0712
KCNK10,1269,0.0711
CLEC2L,1199,0.0711
FRS3,1488,0.0711
MPHOSPH9,1593,0.071
GDF11,1537,0.071
PCDH18,1017,0.071
ADGRB1,1461,0.071
MLH1,1568,0.0709
CIDEB,1257,0.0709
SPIC,703,0.0709
SHE,874,0.0709
NMRAL1,1550,0.0709
BPIFB2,1019,0.0709
ENO3,1530,0.0708
TSEN34,1555,0.0708
ADGRD2,479,0.0707
RAB39B,1229,0.0707
FRAT1,1188,0.0707
HTR4,1422,0.0706
CACNA1I,1240,0.0706
SLC18A1,610,0.0706
GSC,350,0.0706
SLC35F1,1492,0.0706
RNASEH2B-AS1,1365,0.0706
PCAT18,338,0.0705
VSTM2A,574,0.0705
MMP2-AS1,435,0.0705
ACVRL1,843,0.0705
SLC25A35,1440,0.0705
PSMA8,1194,0.0705
HINT2,1533,0.0705
BRWD1-AS2,696,0.0704
WFDC1,1023,0.0704
RSPH14,1321,0.0704
PRAC1,28,0.0704
SPINK7,248,0.0704
RASSF8-AS1,1552,0.0704
RAPGEF4-AS1,1357,0.0704
UBASH3A,1123,0.0704
SLC47A2,1379,0.0704
KLC3,1478,0.0703
OTUD4,1582,0.0703
FITM1,1052,0.0702
TUBB1,1121,0.0701
NBAT1,1186,0.0701
CIDEC,585,0.0701
IL17REL,984,0.0701
ABALON,1280,0.0701
COMMD3,1553,0.07
LARGE2,1309,0.07
PPP1R11,1571,0.07
TNMD,301,0.07
OARD1,1574,0.07
RIIAD1,1003,0.07
SLC22A8,429,0.0699
PREB,1559,0.0699
EVA1B,1423,0.0699
SYCE3,1290,0.0699
RLN1,203,0.0699
REM1,172,0.0698
PLIN4,1178,0.0698
RFX4,1386,0.0698
CHAT,759,0.0698
OGT,1600,0.0697
BLK,814,0.0697
OSTN-AS1,322,0.0697
METTL7A,1324,0.0696
P2RY14,1331,0.0696
MDC1-AS1,1448,0.0696
PRPF4B,1598,0.0696
RITA1,1534,0.0696
PDZD7,1510,0.0696
NIPAL4,1046,0.0696
SPSB3,1552,0.0696
ELOVL3,814,0.0695
GOLGA6L2,642,0.0694
ZNF701,1561,0.0694
KCNU1,1291,0.0694
CHST6,1405,0.0694
ABCA9-AS1,1058,0.0694
CCND2-AS1,1105,0.0693
SCO1,1568,0.0693
KCND3,1456,0.0693
SLC22A16,586,0.0693
TNFRSF10C,1456,0.0693
JMJD4,1506,0.0693
COLGALT2,1534,0.0693
SATB2-AS1,1512,0.0693
MPND,1525,0.0692
CRHR2,984,0.0692
GRM2,1078,0.0692
HCRTR2,1230,0.0692
NMB,1508,0.0692
SENCR,454,0.0692
LIN28B-AS1,1138,0.0692
ZMYND19,1518,0.0692
FCN1,285,0.0692
CSDC2,1276,0.0692
TACR3,1387,0.0692
PEF1,1546,0.0691
ZNF705A,1085,0.0691
MTMR8,1497,0.0691
C1QTNF7,1500,0.0691
MTFR1L,1546,0.0691
TERB1,1499,0.069
CAPN6,274,0.069
HHIPL1,1283,0.069
ELL3,1429,0.0689
CTAGE4,378,0.0688
KDM8,1498,0.0688
SCN11A,1474,0.0688
UGT2B15,452,0.0688
KLHL1,1358,0.0687
CERKL,1210,0.0687
DHRS11,1517,0.0687
CPO,1150,0.0687
GRM5,1421,0.0686
ADH4,798,0.0686
HAND2-AS1,1485,0.0686
DNAJC12,1528,0.0686
PAK2,1599,0.0685
PHOSPHO1,433,0.0685
CELF4,1487,0.0685
CCR10,1445,0.0685
DLL1,1497,0.0685
WDR24,1511,0.0685
PIGQ,1535,0.0685
GPD1,1179,0.0684
GRM7,1489,0.0684
PPIC,1546,0.0684
ING2,1568,0.0684
CXCR6,531,0.0684
TTLL8,586,0.0684
LRRC57,1564,0.0684
AKT2,1586,0.0683
ZXDB,1548,0.0683
TMPRSS6,1161,0.0683
ATP13A5,1057,0.0683
FHL5,613,0.0683
SLC13A1,837,0.0682
IFNL2,616,0.0682
HOXD9,1175,0.0682
ENHO,384,0.0682
SFTPD,1169,0.0682
KCNH6,906,0.0682
RRP1B,1585,0.0681
DEPDC1-AS1,1326,0.0681
LMBRD2,1579,0.0681
LGSN,1412,0.0681
OCEL1,1536,0.0681
SMYD1,498,0.0681
LPA,910,0.0681
SMIM18,1256,0.0681
SLC16A9,1504,0.068
TVP23A,1203,0.068
GATM,1469,0.068
TMEM160,1531,0.068
HAVCR1,1366,0.0679
MED21,1585,0.0679
MYL6B,1568,0.0679
COQ5,1548,0.0679
TSPAN33,1499,0.0679
NUDT3,1594,0.0678
TMEM64,1561,0.0678
MRLN,1317,0.0678
UBE2I,1599,0.0677
CCDC144A,1468,0.0677
LRRC19,1325,0.0677
MTMR6,1566,0.0677
BRD1,1580,0.0677
MFSD14B,1583,0.0677
RASSF7,1549,0.0676
TBC1D10C,609,0.0676
STK32C,1551,0.0676
LYPD5,1401,0.0675
VWC2,1118,0.0675
GPC6-AS1,1188,0.0675
PLET1,1276,0.0674
TIMM8B,1535,0.0674
DNASE1,1582,0.0674
MRRF,1582,0.0673
SCARF1,1484,0.0673
IGFLR1,1315,0.0673
MTRF1,1567,0.0673
CRYZ,1554,0.0673
NSDHL,1555,0.0673
FGF14-AS2,639,0.0673
NOX3,917,0.0672
LY86-AS1,1304,0.0672
BTD,1561,0.0672
C2CD4C,1047,0.0672
APOM,1432,0.0671
DDT,1565,0.0671
ITGB5-AS1,1414,0.0671
PRDM14,1133,0.0671
SPATA12,1406,0.0671
TREX2,1532,0.0671
VGLL1,366,0.067
MAG,534,0.067
ZNF208,1203,0.067
RGS7,1568,0.067
P2RY8,1265,0.067
MRPS12,1538,0.0669
XAGE2,152,0.0669
ARX,719,0.0669
PDE1A,1533,0.0668
TYR,1339,0.0667
SNAPC2,1538,0.0667
SFTPA2,915,0.0667
PHYHIPL,1421,0.0666
SCO2,1498,0.0666
GFER,1537,0.0666
GAL3ST1,1494,0.0666
SLC4A1,914,0.0666
TMEM207,239,0.0666
TYSND1,1538,0.0666
IQCC,1447,0.0665
TMEM26,546,0.0665
TTC39C-AS1,878,0.0665
ZACN,1295,0.0665
ZDHHC12,1508,0.0664
CLCA1,699,0.0664
CCL17,586,0.0663
GLB1L3,1116,0.0663
DCN,1365,0.0663
MEIG1,1304,0.0663
SLC39A3,1524,0.0663
BTBD6,1447,0.0662
ANO7,1496,0.0662
LARGE-AS1,1180,0.0662
JOSD2,1545,0.0662
ITGAV,1600,0.0661
RAB6B,1539,0.0661
LIN7A,1517,0.0661
PTOV1-AS1,1501,0.0661
SAPCD1-AS1,924,0.0661
PDLIM2,1549,0.0661
GPR183,1430,0.066
GATA6-AS1,1125,0.066
TOMM22,1561,0.066
DNAJC4,1540,0.0659
TMEM244,772,0.0659
HOPX,1213,0.0659
EHD4-AS1,1293,0.0659
PRIMA1,1036,0.0659
WNT3,1492,0.0658
DLGAP1-AS4,851,0.0658
LIPT2,1167,0.0658
WNT2,635,0.0658
A1BG,1526,0.0658
LTC4S,1102,0.0658
ACTR8,1551,0.0657
ZNF689,1523,0.0657
CLEC6A,513,0.0657
INHBA-AS1,1423,0.0656
DPPA4,516,0.0656
GSTA4,1505,0.0656
NRN1L,1013,0.0656
GLYAT,1149,0.0656
ZSCAN22,1518,0.0656
TMX2,1596,0.0656
PLEKHF1,1447,0.0655
LPAR2,1519,0.0655
ACOD1,216,0.0655
MIR4458HG,1500,0.0655
SEPHS1,1558,0.0655
RHO,532,0.0655
DPP10-AS1,938,0.0655
SGMS1-AS1,1473,0.0654
URM1,1563,0.0654
TMPRSS3,1403,0.0654
CREB3,1556,0.0654
DOK7,1292,0.0654
TSTD1,1525,0.0653
SMN2,1516,0.0653
PSMB10,1527,0.0653
PCDHB14,1402,0.0653
HMGN3-AS1,1423,0.0653
F11,684,0.0652
SCN7A,1229,0.0652
DHX34,1577,0.0652
SYN2,1477,0.0652
GALNTL5,858,0.0651
CDSN,1197,0.0651
TMEM177,1507,0.0651
STARD6,1188,0.0649
